"mentionned_species","canonical_name","gbif_id","status","match_type","accepted_species","accepted_gbif_id","order","family"
"carcinus_maenas","Carcinus maenas",5178595,"ACCEPTED","EXACT","Carcinus maenas",5178595,"Decapoda","Carcinidae"
"cardinalis_cardinalis","Cardinalis cardinalis",2490384,"ACCEPTED","EXACT","Cardinalis cardinalis",2490384,"Passeriformes","Cardinalidae"
"cardinalis_sinuatus","Cardinalis sinuatus",2490405,"ACCEPTED","EXACT","Cardinalis sinuatus",2490405,"Passeriformes","Cardinalidae"
"cardiocranius_paradoxus","Cardiocranius paradoxus",2439465,"ACCEPTED","EXACT","Cardiocranius paradoxus",2439465,"Rodentia","Dipodidae"
"cardioderma_cor","Cardioderma cor",2433356,"ACCEPTED","EXACT","Cardioderma cor",2433356,"Chiroptera","Megadermatidae"
"cardisoma_guanhumi","Cardisoma guanhumi",2225832,"ACCEPTED","EXACT","Cardisoma guanhumi",2225832,"Decapoda","Gecarcinidae"
"carduelis_tristis","Carduelis tristis",2494653,"SYNONYM","EXACT","Spinus tristis",5231640,"Passeriformes","Fringillidae"
"caretta_caretta","Caretta caretta",8894817,"ACCEPTED","EXACT","Caretta caretta",8894817,"Testudines","Cheloniidae"
"carettochelys_insculpta","Carettochelys insculpta",2442506,"ACCEPTED","EXACT","Carettochelys insculpta",2442506,"Testudines","Carettochelyidae"
"carollia_brevicauda","Carollia brevicauda",2433177,"ACCEPTED","EXACT","Carollia brevicauda",2433177,"Chiroptera","Phyllostomidae"
"carollia_castanea","Carollia castanea",2433178,"ACCEPTED","EXACT","Carollia castanea",2433178,"Chiroptera","Phyllostomidae"
"carollia_perspicillata","Carollia perspicillata",2433176,"ACCEPTED","EXACT","Carollia perspicillata",2433176,"Chiroptera","Phyllostomidae"
"carollia_subrufa","Carollia subrufa",2433175,"ACCEPTED","EXACT","Carollia subrufa",2433175,"Chiroptera","Phyllostomidae"
"carpitalpa_arendsi","Carpitalpa arendsi",2432207,"ACCEPTED","EXACT","Carpitalpa arendsi",2432207,"Afrosoricida","Chrysochloridae"
"carpodacus_mexicanus","Carpodacus mexicanus",2494446,"SYNONYM","EXACT","Haemorhous mexicanus",8323485,"Passeriformes","Fringillidae"
"carpodacus_purpureus","Carpodacus purpureus",2494478,"SYNONYM","EXACT","Haemorhous purpureus",7804446,"Passeriformes","Fringillidae"
"carpomys_melanurus","Carpomys melanurus",2438548,"ACCEPTED","EXACT","Carpomys melanurus",2438548,"Rodentia","Muridae"
"carpomys_phaeurus","Carpomys phaeurus",2438547,"ACCEPTED","EXACT","Carpomys phaeurus",2438547,"Rodentia","Muridae"
"carterodon_sulcidens","Carterodon sulcidens",2439735,"ACCEPTED","EXACT","Carterodon sulcidens",2439735,"Rodentia","Echimyidae"
"caryomys_inez","Caryomys inez",4265054,"ACCEPTED","EXACT","Caryomys inez",4265054,"Rodentia","Cricetidae"
"casinycteris_argynnis","Casinycteris argynnis",2432853,"ACCEPTED","EXACT","Casinycteris argynnis",2432853,"Chiroptera","Pteropodidae"
"castor_canadensis","Castor canadensis",2439838,"ACCEPTED","EXACT","Castor canadensis",2439838,"Rodentia","Castoridae"
"castor_fiber","Castor fiber",4409131,"ACCEPTED","EXACT","Castor fiber",4409131,"Rodentia","Castoridae"
"casuarius_bennetti","Casuarius bennetti",5231784,"ACCEPTED","EXACT","Casuarius bennetti",5231784,"Casuariiformes","Casuariidae"
"casuarius_casuarius","Casuarius casuarius",5231783,"ACCEPTED","EXACT","Casuarius casuarius",5231783,"Casuariiformes","Casuariidae"
"casuarius_unappendiculatus","Casuarius unappendiculatus",5231785,"ACCEPTED","EXACT","Casuarius unappendiculatus",5231785,"Casuariiformes","Casuariidae"
"catagonus_wagneri","Catagonus wagneri",2440998,"ACCEPTED","EXACT","Catagonus wagneri",2440998,"Artiodactyla","Tayassuidae"
"cathartes_aura","Cathartes aura",2481930,"ACCEPTED","EXACT","Cathartes aura",2481930,"Accipitriformes","Cathartidae"
"catharus_guttatus","Catharus guttatus",2490810,"ACCEPTED","EXACT","Catharus guttatus",2490810,"Passeriformes","Turdidae"
"catharus_minimus","Catharus minimus",2490826,"ACCEPTED","EXACT","Catharus minimus",2490826,"Passeriformes","Turdidae"
"catherpes_mexicanus","Catherpes mexicanus",5231430,"ACCEPTED","EXACT","Catherpes mexicanus",5231430,"Passeriformes","Troglodytidae"
"catoptrophorus_semipalmatus","Catoptrophorus semipalmatus",2481802,"ACCEPTED","EXACT","Catoptrophorus semipalmatus",2481802,"Charadriiformes","Scolopacidae"
"catopuma_badia","Catopuma badia",2435093,"ACCEPTED","EXACT","Catopuma badia",2435093,"Carnivora","Felidae"
"catopuma_temminckii","Catopuma temminckii",2435094,"ACCEPTED","EXACT","Catopuma temminckii",2435094,"Carnivora","Felidae"
"cavia_aperea","Cavia aperea",5219704,"ACCEPTED","EXACT","Cavia aperea",5219704,"Rodentia","Caviidae"
"cavia_fulgida","Cavia fulgida",5219706,"ACCEPTED","EXACT","Cavia fulgida",5219706,"Rodentia","Caviidae"
"cavia_intermedia","Cavia intermedia",5706497,"ACCEPTED","EXACT","Cavia intermedia",5706497,"Rodentia","Caviidae"
"cavia_magna","Cavia magna",5219703,"ACCEPTED","EXACT","Cavia magna",5219703,"Rodentia","Caviidae"
"cavia_porcellus","Cavia porcellus",5219702,"ACCEPTED","EXACT","Cavia porcellus",5219702,"Rodentia","Caviidae"
"cavia_tschudii","Cavia tschudii",5219705,"ACCEPTED","EXACT","Cavia tschudii",5219705,"Rodentia","Caviidae"
"cebus_albifrons","Cebus albifrons",2436636,"SYNONYM","EXACT","Callithrix geoffroyi",5219539,"Primates","Callitrichidae"
"cebus_apella","Cebus apella",2436639,"SYNONYM","EXACT","Sapajus apella",7477334,"Primates","Cebidae"
"cebus_capucinus","Cebus capucinus",2436637,"ACCEPTED","EXACT","Cebus capucinus",2436637,"Primates","Cebidae"
"cebus_kaapori","Cebus kaapori",4266912,"ACCEPTED","EXACT","Cebus kaapori",4266912,"Primates","Cebidae"
"cebus_olivaceus","Cebus olivaceus",2436638,"ACCEPTED","EXACT","Cebus olivaceus",2436638,"Primates","Cebidae"
"cebus_xanthosternos","Cebus xanthosternos",8846417,"ACCEPTED","EXACT","Cebus xanthosternos",8846417,"Primates","Cebidae"
"cediopsylla_simplex","Cediopsylla simplex",1419499,"ACCEPTED","EXACT","Cediopsylla simplex",1419499,"Siphonaptera","Pulicidae"
"celithemis_amanda","Celithemis amanda",1428520,"ACCEPTED","EXACT","Celithemis amanda",1428520,"Odonata","Libellulidae"
"celithemis_eponina","Celithemis eponina",1428517,"ACCEPTED","EXACT","Celithemis eponina",1428517,"Odonata","Libellulidae"
"centrocercus_minimus","Centrocercus minimus",5959243,"ACCEPTED","EXACT","Centrocercus minimus",5959243,"Galliformes","Phasianidae"
"centrocercus_urophasianus","Centrocercus urophasianus",5959240,"ACCEPTED","EXACT","Centrocercus urophasianus",5959240,"Galliformes","Phasianidae"
"centrolene_prosoblepon","Centrolene prosoblepon",2429467,"ACCEPTED","EXACT","Centrolene prosoblepon",2429467,"Anura","Centrolenidae"
"centronycteris_maximiliani","Centronycteris maximiliani",2433136,"ACCEPTED","EXACT","Centronycteris maximiliani",2433136,"Chiroptera","Emballonuridae"
"centruroides_vittatus","Centruroides vittatus",7455866,"ACCEPTED","EXACT","Centruroides vittatus",7455866,"Scorpiones","Buthidae"
"centurio_senex","Centurio senex",2433148,"ACCEPTED","EXACT","Centurio senex",2433148,"Chiroptera","Phyllostomidae"
"cephalophus_adersi","Cephalophus adersi",2441165,"ACCEPTED","EXACT","Cephalophus adersi",2441165,"Artiodactyla","Bovidae"
