"species","omnivore","mycophage","detritivore","coprophage","iucn_red_list","endothermic","ectothermic","heterothermic","homoiothermic","bodymass_kg","carnivore_vertebrate","carnivore_invertebrate","herbivore_plantseed","herbivore_fruitnect","diet_invertebrate","diet_vertebrate_endo","diet_vertebrate_ecto","diet_vertebrate_fish","diet_vertebrate_unk","diet_eggs","diet_scav","diet_plant","diet_seed","diet_fruit","diet_nect","diet_detritus","diet_dung","diet_microbes"
"loxops_coccineus",NA,NA,NA,NA,"Endangered",1,NA,NA,1,0.011,1,1,1,NA,1,0,0,NA,0,NA,0,0,NA,NA,1,NA,NA,NA
"loxorhynchus_crispatus",1,1,1,NA,"Not Evaluated",NA,1,NA,NA,NA,1,1,1,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"loxosceles_reclusa",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lucanus_elaphus",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,1,0,NA,NA,1
"luidia_alternata",NA,NA,NA,NA,"No special status",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"luidia_ciliaris",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"luscinia_megarhynchos",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.021,1,1,1,1,1,0,0,NA,0,NA,0,0,NA,1,0,NA,NA,NA
"lutra_lutra",NA,NA,NA,NA,"Near Threatened",1,NA,NA,NA,6.75,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lutreolina_crassicaudata",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.7201,0,0,0,NA,1,1,1,1,0,NA,0,0,1,1,0,NA,NA,NA
"lutrogale_perspicillata",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,9,1,0,0,NA,1,1,1,1,0,1,0,0,NA,NA,0,NA,NA,NA
"luxilus_coccogenis",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lycaeides_melissa",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,1,NA,NA,NA
"lycaena_phlaeas",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,1,NA,NA,NA
"lycaena_rubidus",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,1,NA,NA,NA
"lycalopex_culpaeus",1,NA,NA,NA,"Least Concern",1,NA,NA,1,8.7,1,0,0,NA,1,1,1,NA,0,NA,1,0,NA,1,0,NA,NA,NA
"lycalopex_fulvipes",1,NA,NA,NA,"Critically Endangered",1,NA,NA,1,2.72,0,0,0,NA,1,1,1,NA,0,NA,0,0,1,1,0,NA,NA,NA
"lycalopex_griseus",1,NA,NA,NA,"Least Concern",1,NA,NA,1,3,0,0,0,NA,1,1,1,NA,0,1,1,0,1,1,0,NA,NA,NA
"lycalopex_gymnocercus",1,NA,NA,NA,"Least Concern",1,NA,NA,1,5.35,0,0,0,NA,0,1,1,NA,0,NA,0,0,NA,1,0,NA,NA,NA
"lycalopex_vetulus",1,NA,NA,NA,"Least Concern",1,NA,NA,1,3.33,0,0,0,NA,1,1,1,NA,0,NA,0,0,NA,1,0,NA,NA,NA
"lycaon_pictus",NA,NA,NA,NA,"Endangered",1,NA,NA,1,27,1,0,0,NA,0,1,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lymantria_dispar",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"lyncodon_patagonicus",NA,NA,NA,NA,"Data Deficient",1,NA,NA,1,0.225,1,0,0,NA,0,1,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lynx_canadensis",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,10.9,1,0,0,NA,0,1,0,1,0,NA,1,0,NA,NA,0,NA,NA,NA
"lynx_lynx",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,27,1,0,0,NA,0,1,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lynx_pardinus",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,NA,12.8,1,0,0,NA,0,1,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lynx_rufus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,9.5,1,0,0,NA,0,1,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"macaca_arctoides",1,NA,NA,NA,"Vulnerable",1,NA,NA,1,8.85,0,0,1,1,1,1,1,NA,0,1,0,1,1,1,1,NA,NA,NA
"macaca_cyclopis",1,NA,NA,NA,"Least Concern",1,NA,NA,1,11.5,0,0,0,NA,1,0,0,NA,0,NA,0,1,1,1,0,NA,NA,NA
"macaca_fascicularis",1,NA,NA,NA,"Least Concern",1,NA,NA,1,5,0,0,0,NA,1,0,0,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"macaca_fuscata",1,NA,NA,NA,"Least Concern",1,NA,NA,1,8.8825,0,0,1,1,1,0,0,NA,0,1,0,1,1,1,1,NA,NA,NA
"macaca_mulatta",1,NA,NA,NA,"Least Concern",1,NA,NA,1,8,0,0,0,NA,1,1,1,NA,0,NA,0,1,NA,1,0,NA,NA,NA
"macaca_nemestrina",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,9.6,0,0,1,1,1,1,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"macaca_nigra",1,NA,NA,NA,"Critically Endangered",1,NA,NA,NA,NA,0,0,1,1,1,1,1,NA,0,1,0,1,1,1,1,NA,NA,NA
"macaca_radiata",1,NA,NA,NA,"Least Concern",1,NA,NA,1,NA,0,0,0,NA,1,0,1,NA,0,1,0,1,1,1,1,NA,NA,NA
"macaca_silenus",1,NA,NA,NA,"Endangered",1,NA,NA,1,6.5,0,0,0,NA,1,1,1,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"macaca_sinica",1,NA,NA,NA,"Endangered",1,NA,NA,1,4.2,0,0,1,1,1,1,1,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"macaca_sylvanus",1,NA,NA,NA,"Endangered",1,NA,NA,1,13.5,0,0,0,NA,1,0,1,NA,0,NA,0,1,1,1,1,NA,NA,NA
"macquaria_australasica",NA,NA,NA,NA,"Data Deficient",NA,1,1,NA,1.5,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"macrocheira_kaempferi",1,NA,1,NA,"Not Evaluated",NA,1,1,NA,18,0,0,0,NA,1,0,0,1,0,NA,1,1,NA,NA,0,1,NA,NA
"macrochelys_temminckii",NA,NA,NA,NA,"Vulnerable",NA,1,1,NA,75,1,0,0,NA,1,1,1,1,0,NA,1,1,1,NA,0,NA,NA,NA
"macroderma_gigas",NA,NA,NA,NA,"Vulnerable",1,NA,NA,NA,0.15,1,1,0,NA,1,1,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"macrogalidia_musschenbroekii",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"macroglossus_minimus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.018,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"macroglossus_sobrinus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.0208,0,0,1,1,0,0,0,NA,0,NA,0,0,NA,1,1,NA,NA,NA
"macrophyllum_macrophyllum",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.009,1,1,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"macropus_agilis",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,16,0,0,1,1,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"macropus_antilopinus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,42.5,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"macropus_bernardus",NA,NA,NA,NA,"Near Threatened",1,NA,NA,NA,17.5,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"macropus_dorsalis",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,49.5,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"macropus_eugenii",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,6.55,0,0,1,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"macropus_fuliginosus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,28.25,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"macropus_giganteus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,46.75,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,1,0,NA,NA,NA
"macropus_irma",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,8,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"macropus_parma",NA,NA,NA,NA,"Near Threatened",1,NA,NA,1,4.55,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"macropus_parryi",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,16.5,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"macropus_robustus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,30,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"macropus_rufogriseus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,16.2,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"macropus_rufus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,90,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"macroscelides_proboscideus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.045,1,1,0,NA,1,0,0,NA,0,NA,0,1,NA,1,0,NA,NA,NA
"macrosiphum_euphorbiae",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"macrotarsomys_bastardi",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0295,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"macrotis_lagotis",1,NA,NA,NA,"Vulnerable",1,NA,NA,1,1.55,0,0,0,NA,1,1,1,NA,0,1,0,1,1,1,0,NA,NA,NA
"macrotis_leucura",NA,NA,NA,NA,"Extinct",1,NA,NA,NA,0.354,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"macrotus_californicus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0125,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"madoqua_guentheri",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,4,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"madoqua_kirkii",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,4.5,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"madoqua_saltiana",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,4.25,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"magicicada_septendecim",NA,NA,NA,NA,"Lower Risk - Near Threatened",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"makaira_nigricans",NA,NA,NA,NA,"No special status",NA,NA,1,NA,153.5,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"malaclemys_terrapin",NA,NA,NA,NA,"Lower Risk - Near Threatened",NA,1,NA,NA,0.72,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"malacosoma_americanum",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"malapterurus_electricus",NA,NA,NA,NA,"Least Concern",NA,NA,NA,NA,10,1,0,0,NA,0,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"mandrillus_leucophaeus",1,NA,NA,NA,"Endangered",1,NA,NA,1,18.25,0,0,0,NA,1,0,0,NA,0,NA,0,1,NA,1,0,NA,NA,NA
"mandrillus_sphinx",1,NA,NA,NA,"Vulnerable",1,NA,NA,1,18.25,0,0,0,NA,1,0,1,NA,0,NA,0,1,1,1,0,NA,NA,NA
"manis_crassicaudata",NA,NA,NA,NA,"Near Threatened",1,NA,NA,NA,20,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"manis_culionensis",NA,NA,NA,NA,"Near Threatened",1,NA,NA,NA,2.1,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"manis_gigantea",NA,NA,NA,NA,"Near Threatened",1,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"manis_javanica",NA,NA,NA,NA,"Endangered",1,NA,NA,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"manis_pentadactyla",NA,NA,NA,NA,"Endangered",1,NA,NA,NA,2.35,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"manis_temminckii",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,12.5,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"manis_tetradactyla",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,2.25,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"manis_tricuspis",NA,NA,NA,NA,"Near Threatened",1,NA,NA,NA,9.25,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"manouria_emys",NA,NA,NA,NA,"Endangered",NA,1,1,NA,28.5,0,0,1,NA,1,0,1,NA,0,NA,0,1,1,1,0,NA,NA,NA
"mansonella_ozzardi",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"manta_alfredi",NA,NA,NA,NA,"Vulnerable",NA,1,NA,NA,NA,0,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"manta_birostris",NA,NA,NA,NA,"No special status",NA,1,1,NA,1300,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"mantella_aurantiaca",NA,NA,NA,NA,"Critically Endangered",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"margaritifera_margaritifera",NA,NA,NA,NA,"Endangered",NA,1,1,NA,NA,0,1,0,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"marmosa_isthmica",NA,NA,NA,NA,"Not Evaluated",1,NA,NA,1,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,1,0,NA,NA,NA
"marmosa_mexicana",NA,NA,NA,NA,"Lower Risk - Least Concern",1,NA,NA,1,NA,1,1,0,NA,1,1,1,NA,0,1,1,0,NA,1,0,NA,NA,NA
"marmosa_zeledoni",NA,NA,NA,NA,"Not Evaluated",1,NA,NA,1,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,1,1,NA,NA,NA
"marmosops_incanus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"marmosops_paulensis",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"marmota_bobak",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,7.3,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"marmota_broweri",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,3.41,1,1,1,1,1,0,0,NA,0,NA,0,1,1,1,1,NA,NA,NA
"marmota_caligata",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,9,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,1,NA,NA,NA
"marmota_camtschatica",NA,NA,NA,NA,"Least Concern",1,NA,1,NA,4.75,0,0,1,1,1,0,0,NA,0,NA,0,1,1,NA,1,NA,NA,NA
"marmota_caudata",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,8.5,0,0,1,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"marmota_flaviventris",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,3.35,0,0,1,NA,0,0,0,NA,0,NA,0,0,1,NA,1,NA,NA,NA
"marmota_himalayana",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,6.6,0,0,1,1,0,0,0,NA,0,NA,0,1,1,1,0,NA,NA,NA
"marmota_marmota",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,3.5,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"marmota_monax",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,4,0,0,1,NA,1,0,0,NA,0,1,0,1,1,NA,1,NA,NA,NA
"marmota_olympus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,7.05,0,0,1,NA,0,0,0,NA,0,NA,1,1,NA,NA,1,NA,NA,NA
"marmota_sibirica",NA,NA,NA,NA,"Endangered",1,NA,NA,NA,7,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"marmota_vancouverensis",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,NA,5,0,0,1,1,0,0,0,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"marpissa_formosa",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"martes_americana",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.79,1,0,0,NA,1,1,1,NA,0,1,1,0,1,1,0,NA,NA,NA
"martes_flavigula",1,NA,NA,NA,"Least Concern",1,NA,NA,1,NA,0,0,0,NA,1,1,1,1,0,1,0,0,1,1,0,NA,NA,NA
"martes_foina",1,NA,NA,NA,"Least Concern",1,NA,NA,1,1.7,0,0,0,NA,1,1,1,NA,0,1,1,0,NA,1,0,NA,NA,NA
"martes_martes",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,1.14,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"martes_melampus",1,NA,NA,NA,"Least Concern",1,NA,NA,1,0.2505,0,0,0,NA,1,1,1,1,0,NA,0,0,NA,1,0,NA,NA,NA
"martes_pennanti",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,3.5,1,0,0,NA,0,1,0,NA,0,NA,0,0,NA,1,0,NA,NA,NA
"martes_zibellina",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,1.25,1,0,0,NA,0,1,0,1,0,1,0,1,1,1,0,NA,NA,NA
"massoutiera_mzabi",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.1825,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"masticophis_flagellum",NA,NA,NA,NA,"Least Concern",NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"masticophis_taeniatus",NA,NA,NA,NA,"Least Concern",NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"mastigias_papua",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"mastigoproctus_giganteus",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,1,0,NA,1,0,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"mazama_americana",NA,NA,NA,NA,"Data Deficient",1,NA,NA,NA,37.5,0,0,1,1,0,0,0,NA,0,NA,0,1,1,1,1,NA,NA,NA
"mazama_gouazoubira",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,15.6,0,0,1,1,0,0,0,NA,0,NA,0,1,1,1,0,NA,NA,NA
"mecistops_cataphractus",NA,NA,NA,NA,"Data Deficient",NA,1,NA,NA,NA,1,0,0,NA,1,1,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"megaceryle_alcyon",NA,NA,NA,NA,"No special status",1,NA,NA,1,0.15,1,0,0,NA,1,1,1,1,0,NA,0,0,NA,1,0,NA,NA,NA
"megachasma_pelagios",NA,NA,NA,NA,"Data Deficient",NA,NA,NA,NA,750,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"megachile_latimanus",NA,NA,NA,NA,"No special status",NA,1,NA,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,0,NA,NA,1,NA,NA,NA
"megachile_rotundata",NA,NA,NA,NA,"No special status",NA,1,NA,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,0,NA,NA,1,NA,NA,NA
"megaderma_lyra",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.05,1,1,0,NA,1,1,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"megaderma_spasma",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"megadyptes_antipodes",NA,NA,NA,NA,"Endangered",1,NA,NA,NA,6.5,1,0,0,NA,1,0,0,1,0,1,0,0,NA,NA,0,NA,NA,NA
"megaloglossus_woermanni",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0142,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"megalonaias_nervosa",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,0.2638,0,1,1,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,NA
"megalops_atlanticus",NA,NA,NA,NA,"No special status",NA,1,NA,NA,161,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"megaphasma_denticrus",NA,NA,NA,NA,"No special status",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"megaptera_novaeangliae",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,30000,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"megarhyssa_atrata",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"megophrys_nasuta",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"melanerpes_carolinus",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0752,0,0,0,NA,1,1,1,1,0,1,0,1,1,1,0,NA,NA,NA
"melanerpes_erythrocephalus",1,NA,NA,NA,"Near Threatened",1,NA,NA,NA,0.07,0,0,0,NA,1,1,0,NA,0,1,0,1,1,1,0,NA,NA,NA
"melanerpes_formicivorus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.073,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"melanerpes_lewis",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.115,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"melanitta_nigra",NA,NA,NA,NA,"Lower Risk - Least Concern",1,NA,NA,1,1.066,1,1,0,NA,1,0,0,1,0,NA,0,1,NA,NA,0,NA,NA,NA
"melanoplus_spretus",NA,NA,NA,NA,"Extinct",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"melanosuchus_niger",NA,NA,NA,NA,"Lower Risk - Conservation Dependent",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"meleagris_gallopavo",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,7.3,0,0,0,NA,1,0,1,NA,0,NA,0,1,1,1,0,NA,NA,NA
"meleagris_ocellata",1,NA,NA,NA,"Near Threatened",1,NA,NA,1,NA,0,0,0,NA,1,0,0,NA,0,NA,0,1,1,1,0,NA,NA,NA
"meles_anakuma",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,5.1,1,1,0,NA,1,0,0,NA,0,NA,1,0,NA,1,0,NA,NA,NA
"meles_leucurus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,6.25,1,1,1,NA,1,1,1,1,0,1,0,1,1,1,0,NA,NA,NA
"meles_meles",1,NA,NA,NA,"Least Concern",1,NA,NA,1,11.7,1,0,0,NA,1,1,1,1,0,NA,1,1,1,1,0,NA,NA,NA
"melierax_canorus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.725,1,0,0,NA,1,1,1,NA,0,1,1,0,NA,NA,0,NA,NA,NA
"melittobia_australica",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"mellisuga_helenae",NA,NA,NA,NA,"Near Threatened",1,NA,NA,NA,0.0023,0,0,1,NA,1,0,0,NA,0,NA,0,0,NA,NA,1,NA,NA,NA
"mellita_quinquiesperforata",1,NA,NA,NA,"No special status",NA,1,1,NA,NA,0,0,0,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,1
"mellivora_capensis",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,10,1,0,0,NA,1,1,1,NA,0,1,1,1,NA,1,0,NA,NA,NA
"melogale_everetti",1,NA,NA,NA,"Data Deficient",1,NA,NA,NA,2,0,0,0,NA,1,1,1,NA,0,1,1,0,NA,1,0,NA,NA,NA
"melogale_moschata",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,2,0,0,0,NA,1,1,1,NA,0,NA,0,0,NA,1,0,NA,NA,NA
"melogale_personata",1,NA,NA,NA,"Data Deficient",1,NA,NA,1,2,0,0,0,NA,1,1,1,NA,0,1,1,1,NA,1,0,NA,NA,NA
"melolontha_melolontha",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"melopsittacus_undulatus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.03,0,0,1,NA,0,0,0,NA,0,NA,0,0,1,NA,0,NA,NA,NA
"melospiza_georgiana",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0149,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
