"species_raw","primary_diet","carnivore","carnivore:piscivore","carnivore:sanguivore","carnivore:insectivore","carnivore:molluscivore","carnivore:eats_other_marine_invertebrates","herbivore","herbivore:frugivore","herbivore:lignivore","herbivore:algivore","omnivore","planktivore","mycophage","detritivore","coprophage","animal_foods","birds","mammals","amphibians","reptiles","fish","eggs","blood","body_fluids","carrion","insects","terrestrial_non_insect_arthropods","mollusks","terrestrial_worms","aquatic_or_marine_worms","aquatic_crustaceans","echinoderms","cnidarians","other_marine_invertebrates","zooplankton","plant_foods","leaves","roots_and_tubers","wood_bark_or_stems","seeds_grains_and_nuts","fruit","nectar","pollen","flowers","sap_or_other_plant_fluids","bryophytes","lichens","algae","macroalgae","phytoplankton","other_foods","fungus","detritus","dung","microbes","endothermic","ectothermic","heterothermic","homoiothermic","mass_average_g","mass_adult_average_g","mass_adult_female_average_g","mass_adult_male_average_g","mass_embryo_average_g","mass_weanling_average_g","mass_female_average_g","mass_male_average_g","species"
"Neotoma floridana","Herbivore, Herbivore: Folivore, Herbivore: Frugivore, Herbivore: Granivore, Herbivore: Lignivore","","","","","","","YES","YES","YES","","","","","","","Insects","","","","","","","","","","YES","","","","","","","","","","Leaves, Roots and tubers, Wood, bark, or stems, Seeds, grains, and nuts, Fruit","YES","YES","YES","YES","YES","","","","","","","","","","","","","","","YES","","","YES",275,NA,NA,NA,NA,NA,NA,NA,"neotoma_floridana"
"Neotoma fuscipes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YES","","","",275.5,NA,NA,NA,NA,NA,NA,NA,"neotoma_fuscipes"
"Neotoma goldmani","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"neotoma_goldmani"
"Neotoma lepida","Herbivore, Herbivore: Folivore, Herbivore: Granivore","","","","","","","YES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Leaves, Wood, bark, or stems, Seeds, grains, and nuts, Fruit, Flowers","YES","","YES","YES","YES","","","YES","","","","","","","","","","","","YES","","","YES",236,NA,NA,NA,NA,NA,NA,NA,"neotoma_lepida"
"Neotoma macrotis","Herbivore, Herbivore: Lignivore","","","","","","","YES","","YES","","","","","","","","","","","","","","","","","","","","","","","","","","","Leaves, Wood, bark, or stems","YES","","YES","","","","","","","","","","","","","","","","","YES","","","",204,NA,NA,NA,NA,NA,NA,NA,"neotoma_macrotis"
"Neotoma magister","Herbivore, Herbivore: Folivore, Herbivore: Frugivore, Herbivore: Granivore, Herbivore: Lignivore, Mycophage","","","","","","","YES","YES","YES","","","","YES","","","Mammals, Insects","","YES","","","","","","","","YES","","","","","","","","","","Leaves, Roots and tubers, Wood, bark, or stems, Seeds, grains, and nuts, Fruit, Flowers, Bryophytes, Lichens","YES","YES","YES","YES","YES","","","YES","","YES","YES","","","","Fungus","YES","","","","YES","","","",323.5,NA,NA,NA,NA,NA,NA,NA,"neotoma_magister"
"Neotoma martinensis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"neotoma_martinensis"
"Neotoma mexicana","Herbivore, Herbivore: Folivore, Herbivore: Frugivore, Herbivore: Granivore, Mycophage","","","","","","","YES","YES","","","","","YES","","","","","","","","","","","","","","","","","","","","","","","Leaves, Seeds, grains, and nuts, Fruit","YES","","","YES","YES","","","","","","","","","","Fungus","YES","","","","YES","","","",162.5,NA,NA,NA,NA,NA,NA,NA,"neotoma_mexicana"
"Neotoma micropus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"neotoma_micropus"
"Neotoma nelsoni","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"neotoma_nelsoni"
"Neotoma palatina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"neotoma_palatina"
"Neotoma phenax","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"neotoma_phenax"
"Neotoma stephensi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"neotoma_stephensi"
"Neotomodon alstoni","Omnivore","","","","","","","","","","","YES","","","","","Insects","","","","","","","","","","YES","","","","","","","","","","Seeds, grains, and nuts, Fruit","","","","YES","YES","","","","","","","","","","","","","","","YES","","","",50,NA,NA,NA,NA,NA,NA,NA,"neotomodon_alstoni"
"Neotomys ebriosus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"neotomys_ebriosus"
"Neotragus batesi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YES","","","YES",2500,NA,NA,NA,NA,NA,NA,NA,"neotragus_batesi"
"Neotragus moschatus","Herbivore, Herbivore: Folivore, Herbivore: Frugivore","","","","","","","YES","YES","","","","","","","","","","","","","","","","","","","","","","","","","","","","Leaves, Fruit","YES","","","","YES","","","","","","","","","","","","","","","YES","","","YES",5000,NA,NA,NA,NA,NA,NA,NA,"neotragus_moschatus"
"Neotragus pygmaeus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"neotragus_pygmaeus"
"Neotrypaea californiensis","Planktivore, Detritivore","","","","","","","","","","","","YES","","YES","","Aquatic or Marine Worms, Zooplankton","","","","","","","","","","","","","","YES","","","","","YES","Phytoplankton","","","","","","","","","","","","","","YES","Detritus","","YES","","","","YES","YES","",3,NA,NA,NA,NA,NA,NA,NA,"neotrypaea_californiensis"
"Neovison macrodon","Carnivore, Carnivore: Piscivore","YES","YES","","","","","","","","","","","","","","Fish, Mollusks, Aquatic Crustaceans","","","","","YES","","","","","","","YES","","","YES","","","","","","","","","","","","","","","","","","","","","","","","","YES","","","YES",NA,NA,NA,NA,NA,NA,NA,NA,"neovison_macrodon"
"Neovison vison","Carnivore, Carnivore: Eats terrestrial vertebrates","YES","","","","","","","","","","","","","","","Birds, Mammals, Amphibians, Reptiles, Fish, Aquatic Crustaceans","YES","YES","YES","YES","YES","","","","","","","","","","YES","","","","","","","","","","","","","","","","","","","","","","","","","YES","","","YES",1150,NA,NA,NA,NA,NA,NA,NA,"neovison_vison"
"Nephila clavipes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YES","","",NA,NA,NA,NA,NA,NA,NA,NA,"nephila_clavipes"
"Nerodia erythrogaster","Carnivore, Carnivore: Eats terrestrial vertebrates, Carnivore: Piscivore","YES","YES","","","","","","","","","","","","","","Amphibians, Fish, Carrion, Aquatic Crustaceans","","","YES","","YES","","","","YES","","","","","","YES","","","","","","","","","","","","","","","","","","","","","","","","","","","YES","",NA,NA,NA,NA,NA,NA,NA,NA,"nerodia_erythrogaster"
"Nerodia fasciata","Carnivore, Carnivore: Piscivore","YES","YES","","","","","","","","","","","","","","Birds, Amphibians, Reptiles, Fish, Terrestrial Worms, Aquatic Crustaceans","YES","","YES","YES","YES","","","","","","","","YES","","YES","","","","","","","","","","","","","","","","","","","","","","","","","","YES","YES","",180.2,NA,NA,NA,NA,NA,NA,NA,"nerodia_fasciata"
"Nerodia sipedon","Carnivore, Carnivore: Eats terrestrial vertebrates","YES","","","","","","","","","","","","","","","Birds, Mammals, Amphibians, Reptiles, Fish, Carrion, Insects, Terrestrial Non-insect Arthropods, Aquatic Crustaceans","YES","YES","YES","YES","YES","","","","YES","YES","YES","","","","YES","","","","","","","","","","","","","","","","","","","","","","","","","","","YES","",NA,NA,NA,NA,NA,NA,NA,NA,"nerodia_sipedon"
"Nerodia taxispilota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"nerodia_taxispilota"
"Nesofregetta fuliginosa","Carnivore, Carnivore: Piscivore, Carnivore: Eats non-insect arthropods, Carnivore: Molluscivore","YES","YES","","","YES","","","","","","","","","","","Fish, Mollusks, Aquatic Crustaceans","","","","","YES","","","","","","","YES","","","YES","","","","","","","","","","","","","","","","","","","","","","","","","YES","","","YES",71,NA,NA,NA,NA,NA,NA,NA,"nesofregetta_fuliginosa"
"Nesokia indica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YES","","","",NA,NA,NA,NA,NA,NA,NA,NA,"nesokia_indica"
"Nesolagus netscheri","Herbivore, Herbivore: Folivore, Herbivore: Lignivore","","","","","","","YES","","YES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YES","","","",NA,NA,NA,NA,NA,NA,NA,NA,"nesolagus_netscheri"
"Nesolagus timminsi","Herbivore, Herbivore: Folivore, Coprophage","","","","","","","YES","","","","","","","","YES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YES","","","YES",NA,NA,NA,NA,NA,NA,NA,NA,"nesolagus_timminsi"
"Nesomys audeberti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"nesomys_audeberti"
"Nesomys lambertoni","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"nesomys_lambertoni"
"Nesomys rufus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"nesomys_rufus"
"Nesopsar nigerrimus","Carnivore, Carnivore: Eats terrestrial vertebrates, Carnivore: Insectivore, Carnivore: Eats non-insect arthropods, Carnivore: Molluscivore, Herbivore, Herbivore: Frugivore, Omnivore","YES","","","YES","YES","","YES","YES","","","YES","","","","","Amphibians, Reptiles, Insects, Terrestrial Non-insect Arthropods, Mollusks","","","YES","YES","","","","","","YES","YES","YES","","","","","","","","Fruit","","","","","YES","","","","","","","","","","","","","","","YES","","","YES",41.1,NA,NA,NA,NA,NA,NA,NA,"nesopsar_nigerrimus"
"Nestor notabilis","Omnivore","","","","","","","","","","","YES","","","","","Mammals, Carrion, Insects, Mollusks","","YES","","","","","","","YES","YES","","YES","","","","","","","","Leaves, Roots and tubers, Seeds, grains, and nuts, Fruit, Nectar, Pollen, Flowers","YES","YES","","YES","YES","YES","YES","YES","","","","","","","","","","","","YES","","","YES",922,NA,NA,NA,NA,NA,NA,NA,"nestor_notabilis"
"Netta rufina","Herbivore, Herbivore: Granivore, Herbivore: Algivore","","","","","","","YES","","","YES","","","","","","","","","","","","","","","","","","","","","","","","","","Leaves, Seeds, grains, and nuts, Algae","YES","","","YES","","","","","","","","YES","","","Fungus","YES","","","","YES","","","YES",1200,NA,NA,NA,NA,NA,NA,NA,"netta_rufina"
"Neurergus kaiseri","Carnivore, Carnivore: Insectivore, Carnivore: Eats non-insect arthropods, Carnivore: Molluscivore, Carnivore: Vermivore","YES","","","YES","YES","","","","","","","","","","","Insects, Terrestrial Non-insect Arthropods, Mollusks","","","","","","","","","","YES","YES","YES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YES","","",NA,NA,NA,NA,NA,NA,NA,NA,"neurergus_kaiseri"
"Neurotrichus gibbsii","Carnivore, Carnivore: Vermivore","YES","","","","","","","","","","","","","","","Insects, Terrestrial Non-insect Arthropods, Mollusks, Terrestrial Worms","","","","","","","","","","YES","YES","YES","YES","","","","","","","Seeds, grains, and nuts","","","","YES","","","","","","","","","","","","","","","","YES","","","",10,NA,NA,NA,NA,NA,NA,NA,"neurotrichus_gibbsii"
"Neusticomys monticolus","Carnivore, Carnivore: Insectivore, Carnivore: Eats non-insect arthropods","YES","","","YES","","","","","","","","","","","","Insects, Terrestrial Non-insect Arthropods, Aquatic or Marine Worms, Aquatic Crustaceans","","","","","","","","","","YES","YES","","","YES","YES","","","","","Leaves","YES","","","","","","","","","","","","","","","","","","","YES","","","YES",40,NA,NA,NA,NA,NA,NA,NA,"neusticomys_monticolus"
"Neusticomys mussoi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"neusticomys_mussoi"
"Neusticomys oyapocki","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"neusticomys_oyapocki"
"Neusticomys peruviensis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"neusticomys_peruviensis"
"Neusticomys venezuelae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"neusticomys_venezuelae"
"Nicrophorus americanus","Carnivore, Carnivore: Scavenger","YES","","","","","","","","","","","","","","","Carrion","","","","","","","","","YES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YES","","",NA,NA,NA,NA,NA,NA,NA,NA,"nicrophorus_americanus"
"Nimbochromis linni","Carnivore, Carnivore: Piscivore","YES","YES","","","","","","","","","","","","","","Fish","","","","","YES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"nimbochromis_linni"
"Ningaui ridei","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"ningaui_ridei"
"Ningaui timealeyi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"ningaui_timealeyi"
"Ningaui yvonnae","Carnivore, Carnivore: Insectivore, Carnivore: Eats non-insect arthropods","YES","","","YES","","","","","","","","","","","","Reptiles, Insects, Terrestrial Non-insect Arthropods","","","","YES","","","","","","YES","YES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YES","","","YES",11,NA,NA,NA,NA,NA,NA,NA,"ningaui_yvonnae"
"Nipponia nippon","Carnivore, Carnivore: Piscivore, Carnivore: Insectivore, Carnivore: Eats non-insect arthropods, Carnivore: Molluscivore, Carnivore: Vermivore","YES","YES","","YES","YES","","","","","","","","","","","Amphibians, Fish, Insects, Terrestrial Non-insect Arthropods, Mollusks, Terrestrial Worms, Aquatic Crustaceans","","","YES","","YES","","","","","YES","YES","YES","YES","","YES","","","","","Seeds, grains, and nuts","","","","YES","","","","","","","","","","","","","","","","YES","","","YES",1000,NA,NA,NA,NA,NA,NA,NA,"nipponia_nippon"
"Niviventer coninga","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"niviventer_coninga"
"Niviventer cremoriventer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"niviventer_cremoriventer"
"Niviventer culturatus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"niviventer_culturatus"
