"usagekey","scientificname","rank","status","matchtype","canonicalname","confidence","kingdom","phylum","order","family","genus","species","kingdomkey","phylumkey","classkey","orderkey","familykey","genuskey","specieskey","synonym","class","acceptedusagekey","note"
5960674,"Cyclura cornuta (Bonnaterre, 1789)","species","ACCEPTED","EXACT","Cyclura cornuta",98,"Animalia","Chordata","Squamata","Iguanidae","Cyclura","Cyclura cornuta",1,44,358,715,6935,2459562,5960674,FALSE,"Reptilia",NA,NA
2498344,"Cygnus atratus (Latham, 1790)","species","ACCEPTED","EXACT","Cygnus atratus",98,"Animalia","Chordata","Anseriformes","Anatidae","Cygnus","Cygnus atratus",1,44,212,1108,2986,2498334,2498344,FALSE,"Aves",NA,NA
2498345,"Cygnus buccinator Richardson, 1831","species","ACCEPTED","EXACT","Cygnus buccinator",98,"Animalia","Chordata","Anseriformes","Anatidae","Cygnus","Cygnus buccinator",1,44,212,1108,2986,2498334,2498345,FALSE,"Aves",NA,NA
2498338,"Cygnus columbianus (Ord, 1815)","species","ACCEPTED","EXACT","Cygnus columbianus",98,"Animalia","Chordata","Anseriformes","Anatidae","Cygnus","Cygnus columbianus",1,44,212,1108,2986,2498334,2498338,FALSE,"Aves",NA,NA
2498347,"Cygnus cygnus (Linnaeus, 1758)","species","ACCEPTED","EXACT","Cygnus cygnus",98,"Animalia","Chordata","Anseriformes","Anatidae","Cygnus","Cygnus cygnus",1,44,212,1108,2986,2498334,2498347,FALSE,"Aves",NA,NA
2498335,"Cygnus melancoryphus (Molina, 1782)","species","ACCEPTED","EXACT","Cygnus melancoryphus",98,"Animalia","Chordata","Anseriformes","Anatidae","Cygnus","Cygnus melancoryphus",1,44,212,1108,2986,2498334,2498335,FALSE,"Aves",NA,NA
2498343,"Cygnus olor (Gmelin, 1789)","species","ACCEPTED","EXACT","Cygnus olor",98,"Animalia","Chordata","Anseriformes","Anatidae","Cygnus","Cygnus olor",1,44,212,1108,2986,2498334,2498343,FALSE,"Aves",NA,NA
5228542,"Cynanthus latirostris Swainson, 1827","species","ACCEPTED","EXACT","Cynanthus latirostris",98,"Animalia","Chordata","Apodiformes","Trochilidae","Cynanthus","Cynanthus latirostris",1,44,212,1448,5289,5228541,5228542,FALSE,"Aves",NA,NA
2434174,"Cynictis penicillata G","species","ACCEPTED","EXACT","Cynictis penicillata",98,"Animalia","Chordata","Carnivora","Herpestidae","Cynictis","Cynictis penicillata",1,44,359,732,9678,2434173,2434174,FALSE,"Mammalia",NA,NA
5218414,"Cynocephalus volans (Linnaeus, 1758)","species","ACCEPTED","EXACT","Cynocephalus volans",98,"Animalia","Chordata","Dermoptera","Cynocephalidae","Cynocephalus","Cynocephalus volans",1,44,359,737,9370,2432089,5218414,FALSE,"Mammalia",NA,NA
2434758,"Cynogale bennettii Gray, 1837","species","ACCEPTED","EXACT","Cynogale bennettii",98,"Animalia","Chordata","Carnivora","Viverridae","Cynogale","Cynogale bennettii",1,44,359,732,5312,2434757,2434758,FALSE,"Mammalia",NA,NA
2437236,"Cynomys gunnisoni (Baird, 1855)","species","ACCEPTED","EXACT","Cynomys gunnisoni",98,"Animalia","Chordata","Rodentia","Sciuridae","Cynomys","Cynomys gunnisoni",1,44,359,1459,9456,2437231,2437236,FALSE,"Mammalia",NA,NA
2437233,"Cynomys leucurus Merriam, 1890","species","ACCEPTED","EXACT","Cynomys leucurus",98,"Animalia","Chordata","Rodentia","Sciuridae","Cynomys","Cynomys leucurus",1,44,359,1459,9456,2437231,2437233,FALSE,"Mammalia",NA,NA
2437232,"Cynomys ludovicianus (Ord, 1815)","species","ACCEPTED","EXACT","Cynomys ludovicianus",98,"Animalia","Chordata","Rodentia","Sciuridae","Cynomys","Cynomys ludovicianus",1,44,359,1459,9456,2437231,2437232,FALSE,"Mammalia",NA,NA
2437234,"Cynomys mexicanus Merriam, 1892","species","ACCEPTED","EXACT","Cynomys mexicanus",98,"Animalia","Chordata","Rodentia","Sciuridae","Cynomys","Cynomys mexicanus",1,44,359,1459,9456,2437231,2437234,FALSE,"Mammalia",NA,NA
2437235,"Cynomys parvidens J.A.Allen, 1905","species","ACCEPTED","EXACT","Cynomys parvidens",98,"Animalia","Chordata","Rodentia","Sciuridae","Cynomys","Cynomys parvidens",1,44,359,1459,9456,2437231,2437235,FALSE,"Mammalia",NA,NA
2432837,"Cynopterus brachyotis (Müller, 1838)","species","ACCEPTED","EXACT","Cynopterus brachyotis",98,"Animalia","Chordata","Chiroptera","Pteropodidae","Cynopterus","Cynopterus brachyotis",1,44,359,734,9367,2432832,2432837,FALSE,"Mammalia",NA,NA
2432836,"Cynopterus sphinx (Vahl, 1797)","species","ACCEPTED","EXACT","Cynopterus sphinx",98,"Animalia","Chordata","Chiroptera","Pteropodidae","Cynopterus","Cynopterus sphinx",1,44,359,734,9367,2432832,2432836,FALSE,"Mammalia",NA,NA
2399985,"Cynoscion regalis (Bloch & Schneider, 1801)","species","ACCEPTED","EXACT","Cynoscion regalis",98,"Animalia","Chordata","Perciformes","Sciaenidae","Cynoscion","Cynoscion regalis",1,44,204,587,5062,2399982,2399985,FALSE,"Actinopterygii",NA,NA
2347934,"Cyprinodon diabolis Wales, 1930","species","ACCEPTED","EXACT","Cyprinodon diabolis",98,"Animalia","Chordata","Cyprinodontiformes","Cyprinodontidae","Cyprinodon","Cyprinodon diabolis",1,44,204,547,7656,2346622,2347934,FALSE,"Actinopterygii",NA,NA
4286975,"Cyprinus carpio Linnaeus, 1758","species","ACCEPTED","EXACT","Cyprinus carpio",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Cyprinus","Cyprinus carpio",1,44,204,1153,7336,2347697,4286975,FALSE,"Actinopterygii",NA,NA
2474264,"Cyrtonyx montezumae (Vigors, 1830)","species","ACCEPTED","EXACT","Cyrtonyx montezumae",98,"Animalia","Chordata","Galliformes","Odontophoridae","Cyrtonyx","Cyrtonyx montezumae",1,44,212,723,9325,2474262,2474264,FALSE,"Aves",NA,NA
5219378,"Cystophora cristata (Erxleben, 1777)","species","ACCEPTED","EXACT","Cystophora cristata",98,"Animalia","Chordata","Carnivora","Phocidae","Cystophora","Cystophora cristata",1,44,359,732,5310,2434785,5219378,FALSE,"Mammalia",NA,NA
2475648,"Dacelo novaeguineae (Hermann, 1783)","species","ACCEPTED","EXACT","Dacelo novaeguineae",98,"Animalia","Chordata","Coraciiformes","Alcedinidae","Dacelo","Dacelo novaeguineae",1,44,212,1447,2984,2475646,2475648,FALSE,"Aves",NA,NA
2440033,"Dactylopsila trivirgata Gray, 1858","species","ACCEPTED","EXACT","Dactylopsila trivirgata",98,"Animalia","Chordata","Diprotodontia","Petauridae","Dactylopsila","Dactylopsila trivirgata",1,44,359,1452,5458,2440031,2440033,FALSE,"Mammalia",NA,NA
5220136,"Dama dama (Linnaeus, 1758)","species","ACCEPTED","EXACT","Dama dama",98,"Animalia","Chordata","Artiodactyla","Cervidae","Dama","Dama dama",1,44,359,731,5298,8397832,5220136,FALSE,"Mammalia",NA,NA
2441041,"Damaliscus lunatus (Burchell, 1823)","species","ACCEPTED","EXACT","Damaliscus lunatus",98,"Animalia","Chordata","Artiodactyla","Bovidae","Damaliscus","Damaliscus lunatus",1,44,359,731,9614,2441039,2441041,FALSE,"Mammalia",NA,NA
2441042,"Damaliscus pygargus (Pallas, 1767)","species","ACCEPTED","EXACT","Damaliscus pygargus",98,"Animalia","Chordata","Artiodactyla","Bovidae","Damaliscus","Damaliscus pygargus",1,44,359,731,9614,2441039,2441042,FALSE,"Mammalia",NA,NA
5714299,"Danaus gilippus Cramer, 1775","species","ACCEPTED","EXACT","Danaus gilippus",98,"Animalia","Arthropoda","Lepidoptera","Nymphalidae","Danaus","Danaus gilippus",1,54,216,797,7017,5133087,5714299,FALSE,"Insecta",NA,NA
5133088,"Danaus plexippus (Linnaeus, 1758)","species","ACCEPTED","EXACT","Danaus plexippus",98,"Animalia","Arthropoda","Lepidoptera","Nymphalidae","Danaus","Danaus plexippus",1,54,216,797,7017,5133087,5133088,FALSE,"Insecta",NA,NA
9797255,"Danio rerio (Hamilton, 1822)","species","ACCEPTED","EXACT","Danio rerio",97,"Animalia","Chordata","Cypriniformes","Cyprinidae","Danio","Danio rerio",1,44,204,1153,7336,2362675,9797255,FALSE,"Actinopterygii",NA,NA
2234822,"Daphnia magna Straus, 1820","species","ACCEPTED","EXACT","Daphnia magna",98,"Animalia","Arthropoda","Diplostraca","Daphniidae","Daphnia","Daphnia magna",1,54,281,545,7513,2234785,2234822,FALSE,"Branchiopoda",NA,NA
2234840,"Daphnia pulex Leydig, 1860","species","ACCEPTED","EXACT","Daphnia pulex",97,"Animalia","Arthropoda","Diplostraca","Daphniidae","Daphnia","Daphnia pulex",1,54,281,545,7513,2234785,2234840,FALSE,"Branchiopoda",NA,NA
2419523,"Dasyatis americana Hildebrand & Schroeder, 1928","species","SYNONYM","EXACT","Dasyatis americana",98,"Animalia","Chordata","Myliobatiformes","Dasyatidae","Hypanus","Hypanus americanus",1,44,121,8214029,2195,4853261,9335213,TRUE,"Elasmobranchii",9335213,NA
2419499,"Dasyatis centroura (Mitchill, 1815)","species","SYNONYM","EXACT","Dasyatis centroura",98,"Animalia","Chordata","Myliobatiformes","Dasyatidae","Bathytoshia","Bathytoshia centroura",1,44,121,8214029,2195,2419434,9363791,TRUE,"Elasmobranchii",9363791,NA
2435422,"Dasycercus cristicauda (Krefft, 1867)","species","ACCEPTED","EXACT","Dasycercus cristicauda",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Dasycercus","Dasycercus cristicauda",1,44,359,736,5452,2435421,2435422,FALSE,"Mammalia",NA,NA
2437581,"Dasyprocta fuliginosa Wagler, 1832","species","ACCEPTED","EXACT","Dasyprocta fuliginosa",98,"Animalia","Chordata","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta fuliginosa",1,44,359,1459,3240680,2437573,2437581,FALSE,"Mammalia",NA,NA
2437577,"Dasyprocta leporina (Linnaeus, 1758)","species","ACCEPTED","EXACT","Dasyprocta leporina",98,"Animalia","Chordata","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta leporina",1,44,359,1459,3240680,2437573,2437577,FALSE,"Mammalia",NA,NA
2437584,"Dasyprocta mexicana Saussure, 1860","species","ACCEPTED","EXACT","Dasyprocta mexicana",98,"Animalia","Chordata","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta mexicana",1,44,359,1459,3240680,2437573,2437584,FALSE,"Mammalia",NA,NA
2437576,"Dasyprocta punctata Gray, 1842","species","ACCEPTED","EXACT","Dasyprocta punctata",98,"Animalia","Chordata","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta punctata",1,44,359,1459,3240680,2437573,2437576,FALSE,"Mammalia",NA,NA
2437583,"Dasyprocta ruatanica Thomas, 1901","species","ACCEPTED","EXACT","Dasyprocta ruatanica",98,"Animalia","Chordata","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta ruatanica",1,44,359,1459,3240680,2437573,2437583,FALSE,"Mammalia",NA,NA
2440778,"Dasypus hybridus (Desmarest, 1804)","species","ACCEPTED","EXACT","Dasypus hybridus",98,"Animalia","Chordata","Cingulata","Dasypodidae","Dasypus","Dasypus hybridus",1,44,359,735,9369,2440775,2440778,FALSE,"Mammalia",NA,NA
2440779,"Dasypus novemcinctus Linnaeus, 1758","species","ACCEPTED","EXACT","Dasypus novemcinctus",98,"Animalia","Chordata","Cingulata","Dasypodidae","Dasypus","Dasypus novemcinctus",1,44,359,735,9369,2440775,2440779,FALSE,"Mammalia",NA,NA
2440776,"Dasypus septemcinctus Linnaeus, 1758","species","ACCEPTED","EXACT","Dasypus septemcinctus",98,"Animalia","Chordata","Cingulata","Dasypodidae","Dasypus","Dasypus septemcinctus",1,44,359,735,9369,2440775,2440776,FALSE,"Mammalia",NA,NA
2435467,"Dasyuroides byrnei Spencer, 1896","species","ACCEPTED","EXACT","Dasyuroides byrnei",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Dasyuroides","Dasyuroides byrnei",1,44,359,736,5452,2435466,2435467,FALSE,"Mammalia",NA,NA
2435362,"Dasyurus geoffroii Gould, 1841","species","ACCEPTED","EXACT","Dasyurus geoffroii",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Dasyurus","Dasyurus geoffroii",1,44,359,736,5452,7706121,2435362,FALSE,"Mammalia",NA,NA
2435358,"Dasyurus hallucatus Gould, 1842","species","ACCEPTED","EXACT","Dasyurus hallucatus",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Dasyurus","Dasyurus hallucatus",1,44,359,736,5452,7706121,2435358,FALSE,"Mammalia",NA,NA
2435361,"Dasyurus maculatus (Kerr, 1792)","species","ACCEPTED","EXACT","Dasyurus maculatus",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Dasyurus","Dasyurus maculatus",1,44,359,736,5452,7706121,2435361,FALSE,"Mammalia",NA,NA
2435357,"Dasyurus viverrinus (Shaw, 1800)","species","ACCEPTED","EXACT","Dasyurus viverrinus",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Dasyurus","Dasyurus viverrinus",1,44,359,736,5452,7706121,2435357,FALSE,"Mammalia",NA,NA
5219587,"Daubentonia madagascariensis (Gmelin, 1788)","species","ACCEPTED","EXACT","Daubentonia madagascariensis",98,"Animalia","Chordata","Primates","Daubentoniidae","Daubentonia","Daubentonia madagascariensis",1,44,359,798,9420,2436633,5219587,FALSE,"Mammalia",NA,NA
2444497,"Deinagkistrodon acutus (Günther, 1888)","species","ACCEPTED","EXACT","Deinagkistrodon acutus",98,"Animalia","Chordata","Squamata","Viperidae","Deinagkistrodon","Deinagkistrodon acutus",1,44,358,715,5024,2444496,2444497,FALSE,"Reptilia",NA,NA
2443154,"Deirochelys reticularia (Latreille, 1801)","species","ACCEPTED","EXACT","Deirochelys reticularia",98,"Animalia","Chordata","Testudines","Emydidae","Deirochelys","Deirochelys reticularia",1,44,358,793,5465,2443153,2443154,FALSE,"Reptilia",NA,NA
5220003,"Delphinapterus leucas (Pallas, 1776)","species","ACCEPTED","EXACT","Delphinapterus leucas",98,"Animalia","Chordata","Cetacea","Monodontidae","Delphinapterus","Delphinapterus leucas",1,44,359,733,5445,2440356,5220003,FALSE,"Mammalia",NA,NA
8324617,"Delphinus delphis Linnaeus, 1758","species","ACCEPTED","EXACT","Delphinus delphis",98,"Animalia","Chordata","Cetacea","Delphinidae","Delphinus","Delphinus delphis",1,44,359,733,5314,2440326,8324617,FALSE,"Mammalia",NA,NA
4265101,"Deltamys kempi Thomas, 1917","species","ACCEPTED","EXACT","Deltamys kempi",98,"Animalia","Chordata","Rodentia","Cricetidae","Deltamys","Deltamys kempi",1,44,359,1459,3240723,4265100,4265101,FALSE,"Mammalia",NA,NA
2131821,"Demodex folliculorum (G.Simon, 1842)","species","ACCEPTED","EXACT","Demodex folliculorum",98,"Animalia","Arthropoda","Trombidiformes","Demodicidae","Demodex","Demodex folliculorum",1,54,NA,543,4542896,9453028,2131821,FALSE,NA,NA,NA
9428437,"Dendragapus obscurus (Say, 1823)","species","ACCEPTED","EXACT","Dendragapus obscurus",98,"Animalia","Chordata","Galliformes","Phasianidae","Dendragapus","Dendragapus obscurus",1,44,212,723,9331,2473587,9428437,FALSE,"Aves",NA,NA
2279084,"Dendraster excentricus (Eschscholtz, 1831)","species","ACCEPTED","EXACT","Dendraster excentricus",98,"Animalia","Echinodermata","Clypeasteroida","Dendrasteridae","Dendraster","Dendraster excentricus",1,50,221,814,9516,2279080,2279084,FALSE,"Echinoidea",NA,NA
8054654,"Dendroaspis polylepis Günther, 1864","species","ACCEPTED","EXACT","Dendroaspis polylepis",97,"Animalia","Chordata","Squamata","Elapidae","Dendroaspis","Dendroaspis polylepis",1,44,358,715,9455,2469869,8054654,FALSE,"Reptilia",NA,NA
5218022,"Dendrobates auratus (Girard, 1855)","species","ACCEPTED","EXACT","Dendrobates auratus",98,"Animalia","Chordata","Anura","Dendrobatidae","Dendrobates","Dendrobates auratus",1,44,131,952,6732,2429066,5218022,FALSE,"Amphibia",NA,NA
5218028,"Dendrobates leucomelas Steindachner, 1864","species","ACCEPTED","EXACT","Dendrobates leucomelas",98,"Animalia","Chordata","Anura","Dendrobatidae","Dendrobates","Dendrobates leucomelas",1,44,131,952,6732,2429066,5218028,FALSE,"Amphibia",NA,NA
9724339,"Dendrobates tinctorius (Cuvier, 1797)","species","ACCEPTED","EXACT","Dendrobates tinctorius",97,"Animalia","Chordata","Anura","Dendrobatidae","Dendrobates","Dendrobates tinctorius",1,44,131,952,6732,2429066,9724339,FALSE,"Amphibia",NA,NA
2477927,"Dendrocopos leucotos (Bechstein, 1802)","species","ACCEPTED","EXACT","Dendrocopos leucotos",98,"Animalia","Chordata","Piciformes","Picidae","Dendrocopos","Dendrocopos leucotos",1,44,212,724,9333,2477899,2477927,FALSE,"Aves",NA,NA
1228026,"Dendroctonus ponderosae Hopkins, 1902c","species","ACCEPTED","EXACT","Dendroctonus ponderosae",98,"Animalia","Arthropoda","Coleoptera","Curculionidae","Dendroctonus","Dendroctonus ponderosae",1,54,216,1470,4239,1228020,1228026,FALSE,"Insecta",NA,NA
2436261,"Dendrogale murina (Schlegel & Müller, 1843)","species","ACCEPTED","EXACT","Dendrogale murina",98,"Animalia","Chordata","Scandentia","Tupaiidae","Dendrogale","Dendrogale murina",1,44,359,801,5528,2436260,2436261,FALSE,"Mammalia",NA,NA
2437044,"Dendrohyrax arboreus (A.Smith, 1827)","species","ACCEPTED","EXACT","Dendrohyrax arboreus",98,"Animalia","Chordata","Hyracoidea","Procaviidae","Dendrohyrax","Dendrohyrax arboreus",1,44,359,784,9378,2437043,2437044,FALSE,"Mammalia",NA,NA
2437046,"Dendrohyrax dorsalis (Fraser, 1854)","species","ACCEPTED","EXACT","Dendrohyrax dorsalis",98,"Animalia","Chordata","Hyracoidea","Procaviidae","Dendrohyrax","Dendrohyrax dorsalis",1,44,359,784,9378,2437043,2437046,FALSE,"Mammalia",NA,NA
2489915,"Dendroica caerulescens (J.F.Gmelin, 1789)","species","SYNONYM","EXACT","Dendroica caerulescens",98,"Animalia","Chordata","Passeriformes","Parulidae","Setophaga","Setophaga caerulescens",1,44,212,729,5263,2489984,7341828,TRUE,"Aves",7341828,NA
2489982,"Dendroica cerulea (A.Wilson, 1810)","species","SYNONYM","EXACT","Dendroica cerulea",98,"Animalia","Chordata","Passeriformes","Parulidae","Setophaga","Setophaga cerulea",1,44,212,729,5263,2489984,6093350,TRUE,"Aves",6093350,NA
2489909,"Dendroica chrysoparia P.L.Sclater & Salvin, 1860","species","SYNONYM","EXACT","Dendroica chrysoparia",98,"Animalia","Chordata","Passeriformes","Parulidae","Setophaga","Setophaga chrysoparia",1,44,212,729,5263,2489984,6092637,TRUE,"Aves",6092637,NA
2489896,"Dendroica coronata (Linnaeus, 1766)","species","SYNONYM","EXACT","Dendroica coronata",98,"Animalia","Chordata","Passeriformes","Parulidae","Setophaga","Setophaga coronata",1,44,212,729,5263,2489984,7341805,TRUE,"Aves",7341805,NA
2489913,"Dendroica fusca (Statius Müller, 1776)","species","SYNONYM","EXACT","Dendroica fusca",98,"Animalia","Chordata","Passeriformes","Parulidae","Setophaga","Setophaga fusca",1,44,212,729,5263,2489984,6093199,TRUE,"Aves",6093199,NA
2489885,"Dendroica kirtlandii (S.F.Baird, 1852)","species","SYNONYM","EXACT","Dendroica kirtlandii",98,"Animalia","Chordata","Passeriformes","Parulidae","Setophaga","Setophaga kirtlandii",1,44,212,729,5263,2489984,6093362,TRUE,"Aves",6093362,NA
2489914,"Dendroica magnolia (A.Wilson, 1811)","species","SYNONYM","EXACT","Dendroica magnolia",98,"Animalia","Chordata","Passeriformes","Parulidae","Setophaga","Setophaga magnolia",1,44,212,729,5263,2489984,6093209,TRUE,"Aves",6093209,NA
2489910,"Dendroica palmarum (J.F.Gmelin, 1789)","species","SYNONYM","EXACT","Dendroica palmarum",98,"Animalia","Chordata","Passeriformes","Parulidae","Setophaga","Setophaga palmarum",1,44,212,729,5263,2489984,7341822,TRUE,"Aves",7341822,NA
2489923,"Dendroica pensylvanica (Linnaeus, 1766)","species","SYNONYM","EXACT","Dendroica pensylvanica",98,"Animalia","Chordata","Passeriformes","Parulidae","Setophaga","Setophaga pensylvanica",1,44,212,729,5263,2489984,6092942,TRUE,"Aves",6092942,NA
2489932,"Dendroica petechia (Linnaeus, 1766)","species","SYNONYM","EXACT","Dendroica petechia",98,"Animalia","Chordata","Passeriformes","Parulidae","Setophaga","Setophaga petechia",1,44,212,729,5263,2489984,7341834,TRUE,"Aves",7341834,NA
2489924,"Dendroica pinus (Linnaeus, 1766)","species","SYNONYM","EXACT","Dendroica pinus",97,"Animalia","Chordata","Passeriformes","Parulidae","Setophaga","Setophaga pinus",1,44,212,729,5263,2489984,7341816,TRUE,"Aves",7341816,NA
2489976,"Dendroica virens (J.F.Gmelin, 1789)","species","SYNONYM","EXACT","Dendroica virens",98,"Animalia","Chordata","Passeriformes","Parulidae","Setophaga","Setophaga virens",1,44,212,729,5263,2489984,6092631,TRUE,"Aves",6092631,NA
2440210,"Dendrolagus bennettianus De Vis, 1886","species","ACCEPTED","EXACT","Dendrolagus bennettianus",98,"Animalia","Chordata","Diprotodontia","Macropodidae","Dendrolagus","Dendrolagus bennettianus",1,44,359,1452,9372,2440205,2440210,FALSE,"Mammalia",NA,NA
2440222,"Dendrolagus goodfellowi Thomas, 1908","species","ACCEPTED","EXACT","Dendrolagus goodfellowi",98,"Animalia","Chordata","Diprotodontia","Macropodidae","Dendrolagus","Dendrolagus goodfellowi",1,44,359,1452,9372,2440205,2440222,FALSE,"Mammalia",NA,NA
2440217,"Dendrolagus inustus Müller, 1840","species","ACCEPTED","EXACT","Dendrolagus inustus",98,"Animalia","Chordata","Diprotodontia","Macropodidae","Dendrolagus","Dendrolagus inustus",1,44,359,1452,9372,2440205,2440217,FALSE,"Mammalia",NA,NA
2440208,"Dendrolagus lumholtzi Collett, 1884","species","ACCEPTED","EXACT","Dendrolagus lumholtzi",98,"Animalia","Chordata","Diprotodontia","Macropodidae","Dendrolagus","Dendrolagus lumholtzi",1,44,359,1452,9372,2440205,2440208,FALSE,"Mammalia",NA,NA
2440206,"Dendrolagus matschiei Forster & Rothschild, 1907","species","ACCEPTED","EXACT","Dendrolagus matschiei",98,"Animalia","Chordata","Diprotodontia","Macropodidae","Dendrolagus","Dendrolagus matschiei",1,44,359,1452,9372,2440205,2440206,FALSE,"Mammalia",NA,NA
2440207,"Dendrolagus scottae Flannery & Seri, 1990","species","ACCEPTED","EXACT","Dendrolagus scottae",98,"Animalia","Chordata","Diprotodontia","Macropodidae","Dendrolagus","Dendrolagus scottae",1,44,359,1452,9372,2440205,2440207,FALSE,"Mammalia",NA,NA
