"accepted_species_gbif","accepted_gbif_id","gbif_id","order","family","genus","status","species_raw","adw_primary_diet","adw_carnivore","adw_carnivore.piscivore","adw_carnivore.sanguivore","adw_carnivore.insectivore","adw_carnivore.molluscivore","adw_carnivore.eats_other_marine_invertebrates","adw_herbivore","adw_herbivore.frugivore","adw_herbivore.lignivore","adw_herbivore.algivore","adw_omnivore","adw_planktivore","adw_mycophage","adw_detritivore","adw_coprophage","adw_animal_foods","adw_birds","adw_mammals","adw_amphibians","adw_reptiles","adw_fish","adw_eggs","adw_blood","adw_body_fluids","adw_carrion","adw_insects","adw_terrestrial_non_insect_arthropods","adw_mollusks","adw_terrestrial_worms","adw_aquatic_or_marine_worms","adw_aquatic_crustaceans","adw_echinoderms","adw_cnidarians","adw_other_marine_invertebrates","adw_zooplankton","adw_plant_foods","adw_leaves","adw_roots_and_tubers","adw_wood_bark_or_stems","adw_seeds_grains_and_nuts","adw_fruit","adw_nectar","adw_pollen","adw_flowers","adw_sap_or_other_plant_fluids","adw_bryophytes","adw_lichens","adw_algae","adw_macroalgae","adw_phytoplankton","adw_other_foods","adw_fungus","adw_detritus","adw_dung","adw_microbes","adw_endothermic","adw_ectothermic","adw_heterothermic","adw_homoiothermic","species","bodymass_kg"
"Potamopyrgus antipodarum","5192470","5192470","Littorinimorpha","Tateidae","Potamopyrgus","ACCEPTED","Potamopyrgus antipodarum","Herbivore, Herbivore: Algivore, Planktivore, Detritivore","","","","","","","YES","","","YES","","YES","","YES","","","","","","","","",NA,"","","","","","","","","","","","","Algae, Phytoplankton","","","","","","","","","","","","YES","","YES","Detritus","","YES","","","","YES","","","potamopyrgus_antipodarum",NA
"Potamotrygon motoro","2419333","2419333","Myliobatiformes","Potamotrygonidae","Potamotrygon","ACCEPTED","Potamotrygon motoro","Carnivore, Carnivore: Piscivore, Carnivore: Insectivore, Carnivore: Eats non-insect arthropods, Carnivore: Molluscivore, Planktivore","YES","YES","","YES","YES","","","","","","","YES","","","","Fish, Insects, Mollusks, Aquatic Crustaceans, Zooplankton","","","","","YES","",NA,"","","YES","","YES","","","YES","","","","YES","Phytoplankton","","","","","","","","","","","","","","YES","","","","","","","YES","","","potamotrygon_motoro",15
"Potorous gilbertii","2440018","2440018","Diprotodontia","Potoroidae","Potorous","ACCEPTED","Potorous gilbertii","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YES","","","YES","potorous_gilbertii",NA
"Potorous longipes","2440017","2440017","Diprotodontia","Potoroidae","Potorous","ACCEPTED","Potorous longipes","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YES","","","YES","potorous_longipes",1.5
"Potorous tridactylus","2440019","2440019","Diprotodontia","Potoroidae","Potorous","ACCEPTED","Potorous tridactylus","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YES","","","","potorous_tridactylus",1.25
"Potos flavus","2433573","2433573","Carnivora","Procyonidae","Potos","ACCEPTED","Potos flavus","Herbivore, Herbivore: Frugivore","","","","","","","YES","YES","","","","","","","","Insects","","","","","","",NA,"","","YES","","","","","","","","","","Fruit, Nectar, Flowers","","","","","YES","YES","","YES","","","","","","","","","","","","YES","","","YES","potos_flavus",3.3
"Premnas biaculeatus","2398709","2398709","Perciformes","Pomacentridae","Premnas","ACCEPTED","Premnas biaculeatus","Carnivore, Carnivore: Eats non-insect arthropods, Carnivore: Eats other marine invertebrates","YES","",NA,"","","YES","","","","","","",NA,"","","Aquatic or Marine Worms, Aquatic Crustaceans, Other Marine Invertebrates, Zooplankton","","","","","","",NA,"","","","","","","YES","YES",NA,NA,"YES","YES","Algae, Phytoplankton","","","","","","","","",NA,"","","YES","","YES","","","","","","","","","","premnas_biaculeatus",NA
"Presbytis melalophos","5219561","5219561","Primates","Cercopithecidae","Presbytis","ACCEPTED","Presbytis melalophos","Herbivore, Herbivore: Frugivore","","",NA,"","","","YES","YES","","","","",NA,"","","","","","","","","",NA,"","","","","","","","",NA,NA,"","","Leaves, Seeds, grains, and nuts, Fruit","YES","","","YES","YES","","","",NA,"","","","","","","","","","","YES","","","YES","presbytis_melalophos",6
"Presbytis thomasi","5219558","5219558","Primates","Cercopithecidae","Presbytis","ACCEPTED","Presbytis thomasi","Herbivore, Herbivore: Folivore, Herbivore: Frugivore, Herbivore: Granivore","","",NA,"","","","YES","YES","","","","",NA,"","","Birds, Eggs, Insects, Mollusks","YES","","","","","YES",NA,"","","YES","","YES","","","",NA,NA,"","","Leaves, Wood, bark, or stems, Seeds, grains, and nuts, Fruit, Flowers, Algae","YES","","YES","YES","YES","","","YES",NA,"","","YES","","","Fungus","YES","","","","YES","","","YES","presbytis_thomasi",6.55
"Priodontes maximus","5220096","5220096","Cingulata","Dasypodidae","Priodontes","ACCEPTED","Priodontes maximus","Carnivore, Carnivore: Insectivore","YES","",NA,"YES","","","","","","","","",NA,"","","Reptiles, Carrion, Insects, Terrestrial Worms","","","","YES","","",NA,"","YES","YES","","","YES","","",NA,NA,"","","","","","","","","","","",NA,"","","","","","","","","","","YES","","","YES","priodontes_maximus",26.8
"Prionace glauca","2417940","2417940","Carcharhiniformes","Carcharhinidae","Prionace","ACCEPTED","Prionace glauca","Carnivore, Carnivore: Piscivore, Carnivore: Molluscivore","YES","YES",NA,"","YES","","","","","","","",NA,"","","Birds, Fish, Mollusks","YES","","","","YES","",NA,"","","","","YES","","","",NA,NA,"","","","","","","","","","","",NA,"","","","","","","","","","","","YES","YES","","prionace_glauca",240
"Prionailurus bengalensis","2434903","2434903","Carnivora","Felidae","Prionailurus","ACCEPTED","Prionailurus bengalensis","Carnivore, Carnivore: Eats terrestrial vertebrates, Carnivore: Piscivore, Carnivore: Insectivore","YES","YES",NA,"YES","","","","","","","","",NA,"","","Birds, Mammals, Amphibians, Reptiles, Fish, Carrion, Insects","YES","YES","YES","YES","YES","",NA,"","YES","YES","","","","","",NA,NA,"","","","","","","","","","","",NA,"","","","","","","","","","","YES","","","YES","prionailurus_bengalensis",5
"Prionailurus iriomotensis","2434901","2434901","Carnivora","Felidae","Prionailurus","ACCEPTED","Prionailurus iriomotensis","Carnivore, Carnivore: Eats terrestrial vertebrates","YES","",NA,"","","","","","","","","",NA,"","","Birds, Mammals, Amphibians, Reptiles, Fish, Insects, Aquatic Crustaceans","YES","YES","YES","YES","YES","",NA,"","","YES","","","","","YES",NA,NA,"","","","","","","","","","","",NA,"","","","","","","","","","","YES","","","YES","prionailurus_iriomotensis",3.7
"Prionailurus planiceps","2434917","2434917","Carnivora","Felidae","Prionailurus","ACCEPTED","Prionailurus planiceps","Carnivore, Carnivore: Eats terrestrial vertebrates, Carnivore: Piscivore","YES","YES",NA,"","","","","","","","","",NA,"","","Mammals, Amphibians, Fish","","YES","YES","","YES","",NA,"","","","","","","","",NA,NA,"","","","","","","","","","","",NA,"","","","","","","","","","","YES","","","YES","prionailurus_planiceps",2.12
"Prionailurus rubiginosus","2434895","2434895","Carnivora","Felidae","Prionailurus","ACCEPTED","Prionailurus rubiginosus","Carnivore, Carnivore: Eats terrestrial vertebrates, Carnivore: Eats eggs, Herbivore, Herbivore: Granivore, Omnivore","YES","",NA,"","","","YES","","","","YES","",NA,"","","Birds, Mammals, Fish, Eggs","YES","YES","","","YES","YES",NA,"","","","","","","","",NA,NA,"","","Roots and tubers, Seeds, grains, and nuts, Fruit","","YES","","YES","YES","","","",NA,"","","","","","","","","","","YES","","","","prionailurus_rubiginosus",1.7
"Prionailurus viverrinus","2434899","2434899","Carnivora","Felidae","Prionailurus","ACCEPTED","Prionailurus viverrinus","Carnivore, Carnivore: Eats terrestrial vertebrates, Carnivore: Piscivore, Carnivore: Eats non-insect arthropods, Carnivore: Scavenger","YES","YES",NA,"","","","","","","","","",NA,"","","Birds, Mammals, Amphibians, Reptiles, Fish, Carrion, Insects, Mollusks","YES","YES","YES","YES","YES","",NA,"","YES","YES","","YES","","","",NA,NA,"","","","","","","","","","","",NA,"","","","","","","","","","","YES","","","YES","prionailurus_viverrinus",9
"Prionodon linsang","5963050","5963050","Carnivora","Viverridae","Prionodon","ACCEPTED","Prionodon linsang","","","",NA,"","","","","","","","","",NA,"","","","","","","","","",NA,"","","","","","","","",NA,NA,"","","","","","","","","","","",NA,"","","","","","","","","","","YES","","","","prionodon_linsang",0.7
"Prionodon pardicolor","5963054","5963054","Carnivora","Viverridae","Prionodon","ACCEPTED","Prionodon pardicolor","Carnivore, Carnivore: Eats terrestrial vertebrates","YES","",NA,"","","","","","","","","",NA,"","","Birds, Mammals, Amphibians, Eggs, Carrion, Insects","YES","YES","YES","","","YES",NA,"","YES","YES","","","","","",NA,NA,"","","Fruit","","","","","YES","","","",NA,"","","","","","","","","","","YES","","","","prionodon_pardicolor",0.595
"Pristiophorus cirratus","2417818","2417818","Pristiophoriformes","Pristiophoridae","Pristiophorus","ACCEPTED","Pristiophorus cirratus","Carnivore, Carnivore: Piscivore, Carnivore: Eats non-insect arthropods, Carnivore: Molluscivore","YES","YES",NA,"","YES","","","","","","","",NA,"","","Fish, Mollusks, Aquatic Crustaceans","","","","","YES","",NA,"","","","","YES","","","YES",NA,NA,"","","","","","","","","","","",NA,"","","","","","","","","","","","YES","YES","","pristiophorus_cirratus",NA
"Probosciger aterrimus","2479187","2479187","Psittaciformes","Psittacidae","Probosciger","ACCEPTED","Probosciger aterrimus","Herbivore, Herbivore: Frugivore, Herbivore: Granivore","","",NA,"","","","YES","YES","","","","",NA,"","","Insects","","","","","","",NA,"","","YES","","","","","",NA,NA,"","","Leaves, Seeds, grains, and nuts, Fruit","YES","","","YES","YES","","","",NA,"","","","","","","","","","","YES","","","YES","probosciger_aterrimus",0.8
"Procambarus clarkii","2227300","2227300","Decapoda","Cambaridae","Procambarus","ACCEPTED","Procambarus clarkii","","","",NA,"","","","","","","","","",NA,"","","","","","","","","",NA,"","","","","","","","",NA,NA,"","","","","","","","","","","",NA,"","","","","","","","","","","","YES","","","procambarus_clarkii",NA
"Procapra gutturosa","2441147","2441147","Artiodactyla","Bovidae","Procapra","ACCEPTED","Procapra gutturosa","Herbivore, Herbivore: Folivore","","",NA,"","","","YES","","","","","",NA,"","","","","","","","","",NA,"","","","","","","","",NA,NA,"","","Leaves, Wood, bark, or stems, Seeds, grains, and nuts","YES","","YES","YES","","","","",NA,"","","","","","","","","","","YES","","","","procapra_gutturosa",27.5
"Procapra przewalskii","2441148","2441148","Artiodactyla","Bovidae","Procapra","ACCEPTED","Procapra przewalskii","Herbivore, Herbivore: Folivore","","",NA,"","","","YES","","","","","",NA,"","","","","","","","","",NA,"","","","","","","","",NA,NA,"","","Leaves","YES","","","","","","","",NA,"","","","","","","","","","","YES","","","YES","procapra_przewalskii",25
"Procavia capensis","5219598","5219598","Hyracoidea","Procaviidae","Procavia","ACCEPTED","Procavia capensis","Herbivore, Herbivore: Folivore","","",NA,"","","","YES","","","","","",NA,"","","","","","","","","",NA,"","","","","","","","",NA,NA,"","","Leaves, Wood, bark, or stems, Fruit, Bryophytes","YES","","YES","","YES","","","",NA,"YES","","","","","","","","","","YES","","","YES","procavia_capensis",3.8
"Procnias tricarunculatus","2486403","2486403","Passeriformes","Cotingidae","Procnias","ACCEPTED","Procnias tricarunculatus","","","",NA,"","","","","","","","","",NA,"","","","","","","","","",NA,"","","","","","","","",NA,NA,"","","","","","","","","","","",NA,"","","","","","","","","","","YES","","","","procnias_tricarunculatus",NA
"Procolobus verus","2436597","2436597","Primates","Cercopithecidae","Procolobus","ACCEPTED","Procolobus verus","Herbivore, Herbivore: Folivore","","",NA,"","","","YES","","","","","",NA,"","","","","","","","","",NA,"","","","","","","","",NA,NA,"","","Leaves, Seeds, grains, and nuts, Flowers","YES","","","YES","","","","YES",NA,"","","","","","","","","","","YES","","","YES","procolobus_verus",3.35
"Procyon cancrivorus","9518324","9518324","Carnivora","Procyonidae","Procyon","ACCEPTED","Procyon cancrivorus","Omnivore","","",NA,"","","","","","","","YES","",NA,"","","Amphibians, Reptiles, Fish, Eggs, Insects, Aquatic Crustaceans, Other Marine Invertebrates","","","YES","YES","YES","YES",NA,"","","YES","","","","","YES",NA,NA,"YES","","Fruit","","","","","YES","","","",NA,"","","","","","","","","","","YES","","","YES","procyon_cancrivorus",5
"Procyon lotor","5218786","5218786","Carnivora","Procyonidae","Procyon","ACCEPTED","Procyon lotor","Omnivore","","",NA,"","","","","","","","YES","",NA,"","","Mammals, Amphibians, Reptiles, Fish, Eggs, Carrion, Insects, Terrestrial Non-insect Arthropods, Mollusks, Aquatic Crustaceans","","YES","YES","YES","YES","YES",NA,"","YES","YES","YES","YES","","","YES",NA,NA,"","","Roots and tubers, Seeds, grains, and nuts, Fruit","","YES","","YES","YES","","","",NA,"","","","","","","","","","","YES","","","YES","procyon_lotor",6
"Profelis aurata","5219401","5219401","Carnivora","Felidae","Profelis","ACCEPTED","Profelis aurata","Carnivore, Carnivore: Eats terrestrial vertebrates, Carnivore: Piscivore, Carnivore: Scavenger","YES","YES",NA,"","","","","","","","","",NA,"","","Birds, Mammals, Fish, Carrion","YES","YES","","","YES","",NA,"","YES","","","","","","",NA,NA,"","","","","","","","","","","",NA,"","","","","","","","","","","YES","","","YES","profelis_aurata",10.75
"Progne dominicensis","2489135","2489135","Passeriformes","Hirundinidae","Progne","ACCEPTED","Progne dominicensis","Carnivore, Carnivore: Insectivore","YES","",NA,"YES","","","","","","","","",NA,"","","Insects","","","","","","",NA,"","","YES","","","","","",NA,NA,"","","","","","","","","","","",NA,"","","","","","","","","","","YES","","","","progne_dominicensis",NA
"Progne subis","2489129","2489129","Passeriformes","Hirundinidae","Progne","ACCEPTED","Progne subis","Carnivore, Carnivore: Insectivore","YES","",NA,"YES","","","","","","","","",NA,"","","Insects, Terrestrial Non-insect Arthropods","","","","","","",NA,"","","YES","YES","","","","",NA,NA,"","","","","","","","","","","",NA,"","","","","","","","","","","YES","","","YES","progne_subis",0.048
"Prolemur simus","4266938","4266938","Primates","Lemuridae","Prolemur","ACCEPTED","Prolemur simus","Herbivore, Herbivore: Folivore","","",NA,"","","","YES","","","","","",NA,"","","","","","","","","",NA,"","","","","","","","",NA,NA,"","","Leaves, Fruit, Flowers","YES","","","","YES","","","YES",NA,"","","","","","Detritus","","YES","","","YES","","","","prolemur_simus",2.25
"Pronolagus rupestris","2436927","2436927","Lagomorpha","Leporidae","Pronolagus","ACCEPTED","Pronolagus rupestris","Herbivore, Herbivore: Folivore","","",NA,"","","","YES","","","","","",NA,"","","","","","","","","",NA,"","","","","","","","",NA,NA,"","","","","","","","","","","",NA,"","","","","","","","","","","YES","","","","pronolagus_rupestris",2
"Propithecus candidus","5786030","5786030","Primates","Indriidae","Propithecus","ACCEPTED","Propithecus candidus","Herbivore, Herbivore: Folivore, Herbivore: Frugivore, Herbivore: Granivore, Herbivore: Lignivore","","",NA,"","","","YES","YES","YES","","","",NA,"","","","","","","","","",NA,"","","","","","","","",NA,NA,"","","Leaves, Wood, bark, or stems, Seeds, grains, and nuts, Fruit, Flowers","YES","","YES","YES","YES","","","YES",NA,"","","","","","","","","","","YES","","","YES","propithecus_candidus",5.75
"Propithecus coquereli","5707433","5707433","Primates","Indriidae","Propithecus","ACCEPTED","Propithecus coquereli","Herbivore, Herbivore: Folivore","","",NA,"","","","YES","","","","","",NA,"","","","","","","","","",NA,"","","","","","","","",NA,NA,"","","Leaves, Wood, bark, or stems, Seeds, grains, and nuts, Flowers","YES","","YES","YES","","","","YES",NA,"","","","","","","","","","","YES","","","YES","propithecus_coquereli",4
"Propithecus diadema","5219529","5219529","Primates","Indriidae","Propithecus","ACCEPTED","Propithecus diadema","Herbivore, Herbivore: Folivore, Herbivore: Frugivore","","",NA,"","","","YES","YES","","","","",NA,"","","","","","","","","",NA,"","","","","","","","",NA,NA,"","","Leaves, Fruit, Flowers","YES","","","","YES","","","YES",NA,"","","","","","","","","","","YES","","","YES","propithecus_diadema",6
"Propithecus edwardsi","5707429","5707429","Primates","Indriidae","Propithecus","ACCEPTED","Propithecus edwardsi","Herbivore, Herbivore: Frugivore","","",NA,"","","","YES","YES","","","","",NA,"","","","","","","","","",NA,"","","","","","","","",NA,NA,"","","Leaves, Wood, bark, or stems, Seeds, grains, and nuts, Fruit, Flowers","YES","","YES","YES","YES","","","YES",NA,"","","","","","","","","","","YES","","","YES","propithecus_edwardsi",5.75
