"usagekey","scientificname","rank","status","matchtype","canonicalname","confidence","kingdom","phylum","order","family","genus","species","kingdomkey","phylumkey","classkey","orderkey","familykey","genuskey","specieskey","synonym","class","note","acceptedusagekey"
4264892,"Myomyscus brockmani (Thomas, 1908)","species","ACCEPTED","EXACT","Myomyscus brockmani",98,"Animalia","Chordata","Rodentia","Muridae","Myomyscus","Myomyscus brockmani",1,44,359,1459,5510,4264891,4264892,FALSE,"Mammalia",NA,NA
2438984,"Nesokia bunnii (Khajuria, 1981)","species","ACCEPTED","EXACT","Nesokia bunnii",98,"Animalia","Chordata","Rodentia","Muridae","Nesokia","Nesokia bunnii",1,44,359,1459,5510,2438983,2438984,FALSE,"Mammalia",NA,NA
2438985,"Nesokia indica (Gray, 1830)","species","ACCEPTED","EXACT","Nesokia indica",98,"Animalia","Chordata","Rodentia","Muridae","Nesokia","Nesokia indica",1,44,359,1459,5510,2438983,2438985,FALSE,"Mammalia",NA,NA
4264808,"Nesoromys ceramicus (Thomas, 1920)","species","ACCEPTED","EXACT","Nesoromys ceramicus",98,"Animalia","Chordata","Rodentia","Muridae","Nesoromys","Nesoromys ceramicus",1,44,359,1459,5510,4264807,4264808,FALSE,"Mammalia",NA,NA
2438477,"Praomys misonnei Van der Straeten & Dieterlen, 1987","species","ACCEPTED","EXACT","Praomys misonnei",98,"Animalia","Chordata","Rodentia","Muridae","Praomys","Praomys misonnei",1,44,359,1459,5510,2438470,2438477,FALSE,"Mammalia",NA,NA
4264876,"Praomys degraaffi Van der Straeten & Kerbis Peterhans, 1999","species","ACCEPTED","EXACT","Praomys degraaffi",98,"Animalia","Chordata","Rodentia","Muridae","Praomys","Praomys degraaffi",1,44,359,1459,5510,2438470,4264876,FALSE,"Mammalia",NA,NA
2438471,"Praomys minor Hatt, 1934","species","ACCEPTED","EXACT","Praomys minor",98,"Animalia","Chordata","Rodentia","Muridae","Praomys","Praomys minor",1,44,359,1459,5510,2438470,2438471,FALSE,"Mammalia",NA,NA
4264882,"Praomys verschureni (Verheyen & Van der Straeten, 1977)","species","ACCEPTED","EXACT","Praomys verschureni",98,"Animalia","Chordata","Rodentia","Muridae","Praomys","Praomys verschureni",1,44,359,1459,5510,2438470,4264882,FALSE,"Mammalia",NA,NA
4264877,"Praomys obscurus Hutterer & Dieterlen, 1992","species","ACCEPTED","EXACT","Praomys obscurus",98,"Animalia","Chordata","Rodentia","Muridae","Praomys","Praomys obscurus",1,44,359,1459,5510,2438470,4264877,FALSE,"Mammalia",NA,NA
4264880,"Praomys lukolelae (Hatt, 1934)","species","ACCEPTED","EXACT","Praomys lukolelae",98,"Animalia","Chordata","Rodentia","Muridae","Praomys","Praomys lukolelae",1,44,359,1459,5510,2438470,4264880,FALSE,"Mammalia",NA,NA
2438474,"Praomys morio (Trouessart, 1881)","species","ACCEPTED","EXACT","Praomys morio",98,"Animalia","Chordata","Rodentia","Muridae","Praomys","Praomys morio",1,44,359,1459,5510,2438470,2438474,FALSE,"Mammalia",NA,NA
4264878,"Praomys daltoni (Thomas, 1892)","species","ACCEPTED","EXACT","Praomys daltoni",98,"Animalia","Chordata","Rodentia","Muridae","Praomys","Praomys daltoni",1,44,359,1459,5510,2438470,4264878,FALSE,"Mammalia",NA,NA
2438475,"Praomys jacksoni (de Winton, 1897)","species","ACCEPTED","EXACT","Praomys jacksoni",98,"Animalia","Chordata","Rodentia","Muridae","Praomys","Praomys jacksoni",1,44,359,1459,5510,2438470,2438475,FALSE,"Mammalia",NA,NA
4264881,"Praomys petteri Van der Straeten, Lecompte & Denys, 2003","species","ACCEPTED","EXACT","Praomys petteri",98,"Animalia","Chordata","Rodentia","Muridae","Praomys","Praomys petteri",1,44,359,1459,5510,2438470,4264881,FALSE,"Mammalia",NA,NA
2438478,"Praomys hartwigi Eisentraut, 1968","species","ACCEPTED","EXACT","Praomys hartwigi",98,"Animalia","Chordata","Rodentia","Muridae","Praomys","Praomys hartwigi",1,44,359,1459,5510,2438470,2438478,FALSE,"Mammalia",NA,NA
4264879,"Praomys derooi (Van der Straeten & Verheyen, 1978)","species","ACCEPTED","EXACT","Praomys derooi",98,"Animalia","Chordata","Rodentia","Muridae","Praomys","Praomys derooi",1,44,359,1459,5510,2438470,4264879,FALSE,"Mammalia",NA,NA
2438472,"Praomys delectorum (Thomas, 1910)","species","ACCEPTED","EXACT","Praomys delectorum",98,"Animalia","Chordata","Rodentia","Muridae","Praomys","Praomys delectorum",1,44,359,1459,5510,2438470,2438472,FALSE,"Mammalia",NA,NA
2438473,"Praomys rostratus (Miller, 1900)","species","ACCEPTED","EXACT","Praomys rostratus",98,"Animalia","Chordata","Rodentia","Muridae","Praomys","Praomys rostratus",1,44,359,1459,5510,2438470,2438473,FALSE,"Mammalia",NA,NA
2438479,"Praomys tullbergi (Thomas, 1894)","species","ACCEPTED","EXACT","Praomys tullbergi",98,"Animalia","Chordata","Rodentia","Muridae","Praomys","Praomys tullbergi",1,44,359,1459,5510,2438470,2438479,FALSE,"Mammalia",NA,NA
2438476,"Praomys mutoni Van der Straeten & Dudu, 1990","species","ACCEPTED","EXACT","Praomys mutoni",98,"Animalia","Chordata","Rodentia","Muridae","Praomys","Praomys mutoni",1,44,359,1459,5510,2438470,2438476,FALSE,"Mammalia",NA,NA
4264835,"Protochromys fellowsi (Hinton, 1943)","species","ACCEPTED","EXACT","Protochromys fellowsi",98,"Animalia","Chordata","Rodentia","Muridae","Protochromys","Protochromys fellowsi",1,44,359,1459,5510,4264834,4264835,FALSE,"Mammalia",NA,NA
2438327,"Abditomys latidens (Sanborn, 1952)","species","ACCEPTED","EXACT","Abditomys latidens",98,"Animalia","Chordata","Rodentia","Muridae","Abditomys","Abditomys latidens",1,44,359,1459,5510,2438326,2438327,FALSE,"Mammalia",NA,NA
4264979,"Abeomelomys sevia (Tate & Archbold, 1935)","species","ACCEPTED","EXACT","Abeomelomys sevia",98,"Animalia","Chordata","Rodentia","Muridae","Abeomelomys","Abeomelomys sevia",1,44,359,1459,5510,4264978,4264979,FALSE,"Mammalia",NA,NA
2438171,"Aethomys silindensis Roberts, 1938","species","ACCEPTED","EXACT","Aethomys silindensis",98,"Animalia","Chordata","Rodentia","Muridae","Aethomys","Aethomys silindensis",1,44,359,1459,5510,2438166,2438171,FALSE,"Mammalia",NA,NA
2438167,"Aethomys stannarius (Thomas, 1913)","species","ACCEPTED","EXACT","Aethomys stannarius",98,"Animalia","Chordata","Rodentia","Muridae","Aethomys","Aethomys stannarius",1,44,359,1459,5510,2438166,2438167,FALSE,"Mammalia",NA,NA
2438168,"Aethomys nyikae (Thomas, 1897)","species","ACCEPTED","EXACT","Aethomys nyikae",98,"Animalia","Chordata","Rodentia","Muridae","Aethomys","Aethomys nyikae",1,44,359,1459,5510,2438166,2438168,FALSE,"Mammalia",NA,NA
2438175,"Aethomys kaiseri (Noack, 1887)","species","ACCEPTED","EXACT","Aethomys kaiseri",98,"Animalia","Chordata","Rodentia","Muridae","Aethomys","Aethomys kaiseri",1,44,359,1459,5510,2438166,2438175,FALSE,"Mammalia",NA,NA
4264924,"Aethomys ineptus (Thomas & Wroughton, 1908)","species","ACCEPTED","EXACT","Aethomys ineptus",98,"Animalia","Chordata","Rodentia","Muridae","Aethomys","Aethomys ineptus",1,44,359,1459,5510,2438166,4264924,FALSE,"Mammalia",NA,NA
2438169,"Aethomys hindei (Thomas, 1902)","species","ACCEPTED","EXACT","Aethomys hindei",98,"Animalia","Chordata","Rodentia","Muridae","Aethomys","Aethomys hindei",1,44,359,1459,5510,2438166,2438169,FALSE,"Mammalia",NA,NA
2438176,"Aethomys chrysophilus (de Winton, 1897)","species","ACCEPTED","EXACT","Aethomys chrysophilus",98,"Animalia","Chordata","Rodentia","Muridae","Aethomys","Aethomys chrysophilus",1,44,359,1459,5510,2438166,2438176,FALSE,"Mammalia",NA,NA
2438170,"Aethomys bocagei (Thomas, 1904)","species","ACCEPTED","EXACT","Aethomys bocagei",98,"Animalia","Chordata","Rodentia","Muridae","Aethomys","Aethomys bocagei",1,44,359,1459,5510,2438166,2438170,FALSE,"Mammalia",NA,NA
2438174,"Aethomys thomasi (de Winton, 1897)","species","ACCEPTED","EXACT","Aethomys thomasi",98,"Animalia","Chordata","Rodentia","Muridae","Aethomys","Aethomys thomasi",1,44,359,1459,5510,2438166,2438174,FALSE,"Mammalia",NA,NA
2438052,"Anisomys imitator Thomas, 1904","species","ACCEPTED","EXACT","Anisomys imitator",98,"Animalia","Chordata","Rodentia","Muridae","Anisomys","Anisomys imitator",1,44,359,1459,5510,2438051,2438052,FALSE,"Mammalia",NA,NA
2437876,"Anonymomys mindorensis Musser, 1981","species","ACCEPTED","EXACT","Anonymomys mindorensis",98,"Animalia","Chordata","Rodentia","Muridae","Anonymomys","Anonymomys mindorensis",1,44,359,1459,5510,2437875,2437876,FALSE,"Mammalia",NA,NA
4264851,"Apodemus epimelas (Nehring, 1902)","species","ACCEPTED","EXACT","Apodemus epimelas",98,"Animalia","Chordata","Rodentia","Muridae","Apodemus","Apodemus epimelas",1,44,359,1459,5510,2437754,4264851,FALSE,"Mammalia",NA,NA
2437773,"Apodemus mystacinus (Danford & Alston, 1877)","species","ACCEPTED","EXACT","Apodemus mystacinus",98,"Animalia","Chordata","Rodentia","Muridae","Apodemus","Apodemus mystacinus",1,44,359,1459,5510,2437754,2437773,FALSE,"Mammalia",NA,NA
2437761,"Apodemus agrarius (Pallas, 1771)","species","ACCEPTED","EXACT","Apodemus agrarius",98,"Animalia","Chordata","Rodentia","Muridae","Apodemus","Apodemus agrarius",1,44,359,1459,5510,2437754,2437761,FALSE,"Mammalia",NA,NA
2437769,"Apodemus alpicola Heinrich, 1952","species","ACCEPTED","EXACT","Apodemus alpicola",98,"Animalia","Chordata","Rodentia","Muridae","Apodemus","Apodemus alpicola",1,44,359,1459,5510,2437754,2437769,FALSE,"Mammalia",NA,NA
5219736,"Apodemus argenteus (Temminck, 1845)","species","ACCEPTED","EXACT","Apodemus argenteus",98,"Animalia","Chordata","Rodentia","Muridae","Apodemus","Apodemus argenteus",1,44,359,1459,5510,2437754,5219736,FALSE,"Mammalia",NA,NA
5219743,"Apodemus chevrieri (Milne-Edwards, 1868)","species","ACCEPTED","EXACT","Apodemus chevrieri",98,"Animalia","Chordata","Rodentia","Muridae","Apodemus","Apodemus chevrieri",1,44,359,1459,5510,2437754,5219743,FALSE,"Mammalia",NA,NA
5219737,"Apodemus draco (Barrett-Hamilton, 1900)","species","ACCEPTED","EXACT","Apodemus draco",98,"Animalia","Chordata","Rodentia","Muridae","Apodemus","Apodemus draco",1,44,359,1459,5510,2437754,5219737,FALSE,"Mammalia",NA,NA
2437756,"Apodemus flavicollis (Melchior, 1834)","species","ACCEPTED","EXACT","Apodemus flavicollis",98,"Animalia","Chordata","Rodentia","Muridae","Apodemus","Apodemus flavicollis",1,44,359,1459,5510,2437754,2437756,FALSE,"Mammalia",NA,NA
5219738,"Apodemus gurkha Thomas, 1924","species","ACCEPTED","EXACT","Apodemus gurkha",98,"Animalia","Chordata","Rodentia","Muridae","Apodemus","Apodemus gurkha",1,44,359,1459,5510,2437754,5219738,FALSE,"Mammalia",NA,NA
5219739,"Apodemus latronum Thomas, 1911","species","ACCEPTED","EXACT","Apodemus latronum",98,"Animalia","Chordata","Rodentia","Muridae","Apodemus","Apodemus latronum",1,44,359,1459,5510,2437754,5219739,FALSE,"Mammalia",NA,NA
5706747,"Apodemus witherbyi (Thomas, 1902)","species","ACCEPTED","EXACT","Apodemus witherbyi",98,"Animalia","Chordata","Rodentia","Muridae","Apodemus","Apodemus witherbyi",1,44,359,1459,5510,2437754,5706747,FALSE,"Mammalia",NA,NA
5706748,"Apodemus pallipes (Barrett-Hamilton, 1900)","species","ACCEPTED","EXACT","Apodemus pallipes",98,"Animalia","Chordata","Rodentia","Muridae","Apodemus","Apodemus pallipes",1,44,359,1459,5510,2437754,5706748,FALSE,"Mammalia",NA,NA
5219734,"Apodemus peninsulae (Thomas, 1907)","species","ACCEPTED","EXACT","Apodemus peninsulae",98,"Animalia","Chordata","Rodentia","Muridae","Apodemus","Apodemus peninsulae",1,44,359,1459,5510,2437754,5219734,FALSE,"Mammalia",NA,NA
5219740,"Apodemus ponticus (Sviridenko, 1936)","species","ACCEPTED","EXACT","Apodemus ponticus",98,"Animalia","Chordata","Rodentia","Muridae","Apodemus","Apodemus ponticus",1,44,359,1459,5510,2437754,5219740,FALSE,"Mammalia",NA,NA
5219735,"Apodemus rusiges Miller, 1913","species","ACCEPTED","EXACT","Apodemus rusiges",98,"Animalia","Chordata","Rodentia","Muridae","Apodemus","Apodemus rusiges",1,44,359,1459,5510,2437754,5219735,FALSE,"Mammalia",NA,NA
5219741,"Apodemus semotus Thomas, 1908","species","ACCEPTED","EXACT","Apodemus semotus",98,"Animalia","Chordata","Rodentia","Muridae","Apodemus","Apodemus semotus",1,44,359,1459,5510,2437754,5219741,FALSE,"Mammalia",NA,NA
5219745,"Apodemus speciosus (Temminck, 1845)","species","ACCEPTED","EXACT","Apodemus speciosus",98,"Animalia","Chordata","Rodentia","Muridae","Apodemus","Apodemus speciosus",1,44,359,1459,5510,2437754,5219745,FALSE,"Mammalia",NA,NA
2437760,"Apodemus sylvaticus (Linnaeus, 1758)","species","ACCEPTED","EXACT","Apodemus sylvaticus",98,"Animalia","Chordata","Rodentia","Muridae","Apodemus","Apodemus sylvaticus",1,44,359,1459,5510,2437754,2437760,FALSE,"Mammalia",NA,NA
2437775,"Apodemus uralensis (Pallas, 1811)","species","ACCEPTED","EXACT","Apodemus uralensis",98,"Animalia","Chordata","Rodentia","Muridae","Apodemus","Apodemus uralensis",1,44,359,1459,5510,2437754,2437775,FALSE,"Mammalia",NA,NA
5219733,"Apodemus hyrcanicus Vorontsov, Boyeskorov & Mezhzherin, 1992","species","ACCEPTED","EXACT","Apodemus hyrcanicus",98,"Animalia","Chordata","Rodentia","Muridae","Apodemus","Apodemus hyrcanicus",1,44,359,1459,5510,2437754,5219733,FALSE,"Mammalia",NA,NA
2438427,"Apomys datae (Meyer, 1899)","species","ACCEPTED","EXACT","Apomys datae",98,"Animalia","Chordata","Rodentia","Muridae","Apomys","Apomys datae",1,44,359,1459,5510,2438424,2438427,FALSE,"Mammalia",NA,NA
2438430,"Apomys abrae (Sanborn, 1952)","species","ACCEPTED","EXACT","Apomys abrae",98,"Animalia","Chordata","Rodentia","Muridae","Apomys","Apomys abrae",1,44,359,1459,5510,2438424,2438430,FALSE,"Mammalia",NA,NA
4264813,"Apomys gracilirostris Ruedas, 1995","species","ACCEPTED","EXACT","Apomys gracilirostris",98,"Animalia","Chordata","Rodentia","Muridae","Apomys","Apomys gracilirostris",1,44,359,1459,5510,2438424,4264813,FALSE,"Mammalia",NA,NA
2438429,"Apomys insignis Mearns, 1905","species","ACCEPTED","EXACT","Apomys insignis",98,"Animalia","Chordata","Rodentia","Muridae","Apomys","Apomys insignis",1,44,359,1459,5510,2438424,2438429,FALSE,"Mammalia",NA,NA
2438432,"Apomys littoralis (Sanborn, 1952)","species","ACCEPTED","EXACT","Apomys littoralis",98,"Animalia","Chordata","Rodentia","Muridae","Apomys","Apomys littoralis",1,44,359,1459,5510,2438424,2438432,FALSE,"Mammalia",NA,NA
2438428,"Apomys microdon Hollister, 1913","species","ACCEPTED","EXACT","Apomys microdon",98,"Animalia","Chordata","Rodentia","Muridae","Apomys","Apomys microdon",1,44,359,1459,5510,2438424,2438428,FALSE,"Mammalia",NA,NA
2438426,"Apomys musculus Miller, 1911","species","ACCEPTED","EXACT","Apomys musculus",98,"Animalia","Chordata","Rodentia","Muridae","Apomys","Apomys musculus",1,44,359,1459,5510,2438424,2438426,FALSE,"Mammalia",NA,NA
2438431,"Apomys sacobianus Johnson, 1962","species","ACCEPTED","EXACT","Apomys sacobianus",98,"Animalia","Chordata","Rodentia","Muridae","Apomys","Apomys sacobianus",1,44,359,1459,5510,2438424,2438431,FALSE,"Mammalia",NA,NA
4264812,"Apomys hylocetes Mearns, 1905","species","ACCEPTED","EXACT","Apomys hylocetes",98,"Animalia","Chordata","Rodentia","Muridae","Apomys","Apomys hylocetes",1,44,359,1459,5510,2438424,4264812,FALSE,"Mammalia",NA,NA
2437704,"Archboldomys luzonensis Musser, 1982","species","ACCEPTED","EXACT","Archboldomys luzonensis",98,"Animalia","Chordata","Rodentia","Muridae","Archboldomys","Archboldomys luzonensis",1,44,359,1459,5510,2437703,2437704,FALSE,"Mammalia",NA,NA
4264907,"Archboldomys musseri Rickart, Heaney, Tabaranza Jr. & Balete, 1998","species","SYNONYM","EXACT","Archboldomys musseri",98,"Animalia","Chordata","Rodentia","Muridae","Soricomys","Soricomys musseri",1,44,359,1459,5510,8321844,8244502,TRUE,"Mammalia",NA,8244502
9733997,"Arvicanthis niloticus (É.Geoffroy, 1803)","species","ACCEPTED","EXACT","Arvicanthis niloticus",97,"Animalia","Chordata","Rodentia","Muridae","Arvicanthis","Arvicanthis niloticus",1,44,359,1459,5510,2438913,9733997,FALSE,"Mammalia",NA,NA
2438915,"Arvicanthis abyssinicus (Rüppell, 1842)","species","ACCEPTED","EXACT","Arvicanthis abyssinicus",98,"Animalia","Chordata","Rodentia","Muridae","Arvicanthis","Arvicanthis abyssinicus",1,44,359,1459,5510,2438913,2438915,FALSE,"Mammalia",NA,NA
4264809,"Arvicanthis ansorgei Thomas, 1910","species","ACCEPTED","EXACT","Arvicanthis ansorgei",98,"Animalia","Chordata","Rodentia","Muridae","Arvicanthis","Arvicanthis ansorgei",1,44,359,1459,5510,2438913,4264809,FALSE,"Mammalia",NA,NA
2438918,"Arvicanthis blicki Frick, 1914","species","ACCEPTED","EXACT","Arvicanthis blicki",98,"Animalia","Chordata","Rodentia","Muridae","Arvicanthis","Arvicanthis blicki",1,44,359,1459,5510,2438913,2438918,FALSE,"Mammalia",NA,NA
2438917,"Arvicanthis neumanni (Matschie, 1894)","species","ACCEPTED","EXACT","Arvicanthis neumanni",98,"Animalia","Chordata","Rodentia","Muridae","Arvicanthis","Arvicanthis neumanni",1,44,359,1459,5510,2438913,2438917,FALSE,"Mammalia",NA,NA
4264810,"Arvicanthis rufinus (Temminck, 1853)","species","ACCEPTED","EXACT","Arvicanthis rufinus",98,"Animalia","Chordata","Rodentia","Muridae","Arvicanthis","Arvicanthis rufinus",1,44,359,1459,5510,2438913,4264810,FALSE,"Mammalia",NA,NA
2438916,"Arvicanthis nairobae J.A.Allen, 1909","species","ACCEPTED","EXACT","Arvicanthis nairobae",98,"Animalia","Chordata","Rodentia","Muridae","Arvicanthis","Arvicanthis nairobae",1,44,359,1459,5510,2438913,2438916,FALSE,"Mammalia",NA,NA
2437727,"Bandicota bengalensis (Gray, 1835)","species","ACCEPTED","EXACT","Bandicota bengalensis",98,"Animalia","Chordata","Rodentia","Muridae","Bandicota","Bandicota bengalensis",1,44,359,1459,5510,2437726,2437727,FALSE,"Mammalia",NA,NA
2437729,"Bandicota indica (Bechstein, 1800)","species","ACCEPTED","EXACT","Bandicota indica",98,"Animalia","Chordata","Rodentia","Muridae","Bandicota","Bandicota indica",1,44,359,1459,5510,2437726,2437729,FALSE,"Mammalia",NA,NA
2437728,"Bandicota savilei Thomas, 1916","species","ACCEPTED","EXACT","Bandicota savilei",98,"Animalia","Chordata","Rodentia","Muridae","Bandicota","Bandicota savilei",1,44,359,1459,5510,2437726,2437728,FALSE,"Mammalia",NA,NA
4264816,"Batomys russatus Musser, Heaney & Tabaranza Jr., 1998","species","ACCEPTED","EXACT","Batomys russatus",98,"Animalia","Chordata","Rodentia","Muridae","Batomys","Batomys russatus",1,44,359,1459,5510,2437747,4264816,FALSE,"Mammalia",NA,NA
2437749,"Batomys salomonseni (Sanborn, 1953)","species","ACCEPTED","EXACT","Batomys salomonseni",98,"Animalia","Chordata","Rodentia","Muridae","Batomys","Batomys salomonseni",1,44,359,1459,5510,2437747,2437749,FALSE,"Mammalia",NA,NA
2437750,"Batomys granti Thomas, 1895","species","ACCEPTED","EXACT","Batomys granti",98,"Animalia","Chordata","Rodentia","Muridae","Batomys","Batomys granti",1,44,359,1459,5510,2437747,2437750,FALSE,"Mammalia",NA,NA
2437748,"Batomys dentatus Miller, 1911","species","ACCEPTED","EXACT","Batomys dentatus",98,"Animalia","Chordata","Rodentia","Muridae","Batomys","Batomys dentatus",1,44,359,1459,5510,2437747,2437748,FALSE,"Mammalia",NA,NA
2438965,"Berylmys bowersi (Anderson, 1879)","species","ACCEPTED","EXACT","Berylmys bowersi",98,"Animalia","Chordata","Rodentia","Muridae","Berylmys","Berylmys bowersi",1,44,359,1459,5510,2438961,2438965,FALSE,"Mammalia",NA,NA
2438964,"Berylmys mackenziei (Thomas, 1916)","species","ACCEPTED","EXACT","Berylmys mackenziei",98,"Animalia","Chordata","Rodentia","Muridae","Berylmys","Berylmys mackenziei",1,44,359,1459,5510,2438961,2438964,FALSE,"Mammalia",NA,NA
2438962,"Berylmys manipulus (Thomas, 1916)","species","ACCEPTED","EXACT","Berylmys manipulus",98,"Animalia","Chordata","Rodentia","Muridae","Berylmys","Berylmys manipulus",1,44,359,1459,5510,2438961,2438962,FALSE,"Mammalia",NA,NA
2438963,"Berylmys berdmorei (Blyth, 1851)","species","ACCEPTED","EXACT","Berylmys berdmorei",98,"Animalia","Chordata","Rodentia","Muridae","Berylmys","Berylmys berdmorei",1,44,359,1459,5510,2438961,2438963,FALSE,"Mammalia",NA,NA
2437853,"Bullimus luzonicus (Thomas, 1895)","species","ACCEPTED","EXACT","Bullimus luzonicus",98,"Animalia","Chordata","Rodentia","Muridae","Bullimus","Bullimus luzonicus",1,44,359,1459,5510,2437851,2437853,FALSE,"Mammalia",NA,NA
2437852,"Bullimus bagobus Mearns, 1905","species","ACCEPTED","EXACT","Bullimus bagobus",98,"Animalia","Chordata","Rodentia","Muridae","Bullimus","Bullimus bagobus",1,44,359,1459,5510,2437851,2437852,FALSE,"Mammalia",NA,NA
4264853,"Bullimus gamay Rickart, Heaney & Tabaranza Jr., 2002","species","ACCEPTED","EXACT","Bullimus gamay",98,"Animalia","Chordata","Rodentia","Muridae","Bullimus","Bullimus gamay",1,44,359,1459,5510,2437851,4264853,FALSE,"Mammalia",NA,NA
5219847,"Bunomys penitus (Miller & Hollister, 1921)","species","ACCEPTED","EXACT","Bunomys penitus",98,"Animalia","Chordata","Rodentia","Muridae","Bunomys","Bunomys penitus",1,44,359,1459,5510,5219841,5219847,FALSE,"Mammalia",NA,NA
5219846,"Bunomys andrewsi (J.A.Allen, 1911)","species","ACCEPTED","EXACT","Bunomys andrewsi",98,"Animalia","Chordata","Rodentia","Muridae","Bunomys","Bunomys andrewsi",1,44,359,1459,5510,5219841,5219846,FALSE,"Mammalia",NA,NA
