"accepted_species_gbif","accepted_gbif_id","gbif_id","order","family","genus","status","species_raw","elton_diet_inv","elton_diet_vend","elton_diet_vect","elton_diet_vfish","elton_diet_vunk","elton_diet_scav","elton_diet_fruit","elton_diet_nect","elton_diet_seed","elton_diet_planto","elton_forstrat_value","elton_forstrat_certainty","elton_activity_nocturnal","elton_activity_crepuscular","elton_activity_diurnal","elton_passnonpass","elton_common_name","elton_diet_5cat","elton_forstrat_watbelowsurf","elton_forstrat_wataroundsurf","elton_forstrat_ground","elton_forstrat_understory","elton_forstrat_midhigh","elton_forstrat_canopy","elton_forstrat_aerial","elton_pelagicspecialist","elton_nocturnal","bodymass_kg"
"Caenolestes caniventer","2433364","2433364","Paucituberculata","Caenolestidae","Caenolestes","ACCEPTED","caenolestes_caniventer",70,0,0,0,10,0,10,0,0,10,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
"Caenolestes condorensis","2433363","2433363","Paucituberculata","Caenolestidae","Caenolestes","ACCEPTED","caenolestes_condorensis",70,0,0,0,10,0,10,0,0,10,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04781
"Caenolestes convelatus","2433360","2433360","Paucituberculata","Caenolestidae","Caenolestes","ACCEPTED","caenolestes_convelatus",70,0,0,0,10,0,10,0,0,10,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
"Caenolestes fuliginosus","2433365","2433365","Paucituberculata","Caenolestidae","Caenolestes","ACCEPTED","caenolestes_fuliginosus",70,0,0,0,10,0,10,0,0,10,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0278
"Lestoros inca","2433374","2433374","Paucituberculata","Caenolestidae","Lestoros","ACCEPTED","lestoros_inca",70,0,0,0,10,0,10,0,0,10,"G","A",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0211
"Rhyncholestes raphanurus","2433370","2433370","Paucituberculata","Caenolestidae","Rhyncholestes","ACCEPTED","rhyncholestes_raphanurus",80,0,0,0,0,0,0,0,0,20,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021
"Dromiciops gliroides","2433393","2433393","Microbiotheria","Microbiotheriidae","Dromiciops","ACCEPTED","dromiciops_gliroides",100,0,0,0,0,0,0,0,0,0,"S","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0223
"Notoryctes caurinus","2440824","2440824","Notoryctemorphia","Notoryctidae","Notoryctes","ACCEPTED","notoryctes_caurinus",90,0,0,0,0,0,0,0,10,0,"G","A",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034
"Notoryctes typhlops","2440825","2440825","Notoryctemorphia","Notoryctidae","Notoryctes","ACCEPTED","notoryctes_typhlops",90,0,0,0,0,0,0,0,10,0,"G","A",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055
"Myrmecobius fasciatus","5219465","5219465","Dasyuromorphia","Myrmecobiidae","Myrmecobius","ACCEPTED","myrmecobius_fasciatus",100,0,0,0,0,0,0,0,0,0,"G","A",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4715
"Dasycercus cristicauda","2435422","2435422","Dasyuromorphia","Dasyuridae","Dasycercus","ACCEPTED","dasycercus_cristicauda",30,70,0,0,0,0,0,0,0,0,"G","A",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"Dasykaluta rosamondae","2435441","2435441","Dasyuromorphia","Dasyuridae","Dasykaluta","ACCEPTED","dasykaluta_rosamondae",60,0,0,0,40,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02875
"Dasyuroides byrnei","2435467","2435467","Dasyuromorphia","Dasyuridae","Dasyuroides","ACCEPTED","dasyuroides_byrnei",30,70,0,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10947
"Dasyurus spartacus","2435360","2435360","Dasyuromorphia","Dasyuridae","Dasyurus","ACCEPTED","dasyurus_spartacus",80,20,0,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88567
"Dasyurus albopunctatus","2435359","2435359","Dasyuromorphia","Dasyuridae","Dasyurus","ACCEPTED","dasyurus_albopunctatus",80,20,0,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.637
"Dasyurus viverrinus","2435357","2435357","Dasyuromorphia","Dasyuridae","Dasyurus","ACCEPTED","dasyurus_viverrinus",70,20,0,0,0,10,0,0,0,0,"G","A",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09
"Dasyurus geoffroii","2435362","2435362","Dasyuromorphia","Dasyuridae","Dasyurus","ACCEPTED","dasyurus_geoffroii",60,20,10,0,0,10,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1
"Dasyurus maculatus","2435361","2435361","Dasyuromorphia","Dasyuridae","Dasyurus","ACCEPTED","dasyurus_maculatus",30,60,10,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5
"Dasyurus hallucatus","2435358","2435358","Dasyuromorphia","Dasyuridae","Dasyurus","ACCEPTED","dasyurus_hallucatus",40,30,20,0,0,0,10,0,0,0,"G","A",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525
"Myoictis melas","2435443","2435443","Dasyuromorphia","Dasyuridae","Myoictis","ACCEPTED","myoictis_melas",50,50,0,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2
"Myoictis wallacii","2435444","2435444","Dasyuromorphia","Dasyuridae","Myoictis","ACCEPTED","myoictis_wallacii",50,50,0,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2
"Neophascogale lorentzi","2435364","2435364","Dasyuromorphia","Dasyuridae","Neophascogale","ACCEPTED","neophascogale_lorentzi",80,0,0,0,20,0,0,0,0,0,"Ar","A",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.212
"Parantechinus apicalis","2435446","2435446","Dasyuromorphia","Dasyuridae","Parantechinus","ACCEPTED","parantechinus_apicalis",70,0,0,0,0,0,0,30,0,0,"Ar","A",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06875
"Phascolosorex doriae","2435430","2435430","Dasyuromorphia","Dasyuridae","Phascolosorex","ACCEPTED","phascolosorex_doriae",70,0,0,0,0,0,30,0,0,0,"S","A",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16831
"Phascolosorex dorsalis","2435431","2435431","Dasyuromorphia","Dasyuridae","Phascolosorex","ACCEPTED","phascolosorex_dorsalis",70,0,0,0,0,0,30,0,0,0,"S","A",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1385
"Pseudantechinus bilarni","2435383","2435383","Dasyuromorphia","Dasyuridae","Pseudantechinus","ACCEPTED","pseudantechinus_bilarni",70,0,0,0,0,0,0,30,0,0,"Ar","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02305
"Pseudantechinus woolleyae","2435385","2435385","Dasyuromorphia","Dasyuridae","Pseudantechinus","ACCEPTED","pseudantechinus_woolleyae",100,0,0,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
"Pseudantechinus roryi","2435379","2435379","Dasyuromorphia","Dasyuridae","Pseudantechinus","ACCEPTED","pseudantechinus_roryi",100,0,0,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02506
"Pseudantechinus ningbing","2435380","2435380","Dasyuromorphia","Dasyuridae","Pseudantechinus","ACCEPTED","pseudantechinus_ningbing",100,0,0,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
"Pseudantechinus macdonnellensis","2435382","2435382","Dasyuromorphia","Dasyuridae","Pseudantechinus","ACCEPTED","pseudantechinus_macdonnellensis",100,0,0,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0325
"Pseudantechinus mimulus","2435381","2435381","Dasyuromorphia","Dasyuridae","Pseudantechinus","ACCEPTED","pseudantechinus_mimulus",90,0,0,0,10,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0165
"Sarcophilus harrisii","2435451","2435451","Dasyuromorphia","Dasyuridae","Sarcophilus","ACCEPTED","sarcophilus_harrisii",0,0,0,0,0,100,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"Antechinus leo","2435371","2435371","Dasyuromorphia","Dasyuridae","Antechinus","ACCEPTED","antechinus_leo",90,0,0,0,10,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074
"Antechinus subtropicus","2435373","2435373","Dasyuromorphia","Dasyuridae","Antechinus","ACCEPTED","antechinus_subtropicus",90,0,0,0,10,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0595
"Antechinus stuartii","2435370","2435370","Dasyuromorphia","Dasyuridae","Antechinus","ACCEPTED","antechinus_stuartii",90,10,0,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0275
"Antechinus minimus","2435375","2435375","Dasyuromorphia","Dasyuridae","Antechinus","ACCEPTED","antechinus_minimus",90,10,0,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0535
"Antechinus flavipes","2435366","2435366","Dasyuromorphia","Dasyuridae","Antechinus","ACCEPTED","antechinus_flavipes",90,10,0,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045
"Antechinus bellus","2435372","2435372","Dasyuromorphia","Dasyuridae","Antechinus","ACCEPTED","antechinus_bellus",90,10,0,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0445
"Antechinus agilis","2435369","2435369","Dasyuromorphia","Dasyuridae","Antechinus","ACCEPTED","antechinus_agilis",80,0,0,0,10,0,10,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02213
"Antechinus adustus","2435374","2435374","Dasyuromorphia","Dasyuridae","Antechinus","ACCEPTED","antechinus_adustus",80,0,0,0,10,10,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036
"Antechinus swainsonii","2435377","2435377","Dasyuromorphia","Dasyuridae","Antechinus","ACCEPTED","antechinus_swainsonii",90,10,0,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053
"Antechinus godmani","2435376","2435376","Dasyuromorphia","Dasyuridae","Antechinus","ACCEPTED","antechinus_godmani",90,10,0,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0765
"Micromurexia habbema","2435439","2435439","Dasyuromorphia","Dasyuridae","Micromurexia","ACCEPTED","micromurexia_habbema",70,10,20,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04697
"Murexechinus melanurus","2435415","2435415","Dasyuromorphia","Dasyuridae","Murexechinus","ACCEPTED","murexechinus_melanurus",90,10,0,0,0,0,0,0,0,0,"G","A",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03802
"Murexia longicaudata","2435424","2435424","Dasyuromorphia","Dasyuridae","Murexia","ACCEPTED","murexia_longicaudata",60,20,20,0,0,0,0,0,0,0,"S","A",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33583
"Paramurexia rothschildi","2435436","2435436","Dasyuromorphia","Dasyuridae","Paramurexia","ACCEPTED","paramurexia_rothschildi",60,20,20,0,0,0,0,0,0,0,"G","A",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05377
"Phascomurexia naso","2435412","2435412","Dasyuromorphia","Dasyuridae","Phascomurexia","ACCEPTED","phascomurexia_naso",90,10,0,0,0,0,0,0,0,0,"G","A",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05262
"Phascogale calura","2435449","2435449","Dasyuromorphia","Dasyuridae","Phascogale","ACCEPTED","phascogale_calura",30,40,30,0,0,0,0,0,0,0,"Ar","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0515
"Phascogale tapoatafa","2435448","2435448","Dasyuromorphia","Dasyuridae","Phascogale","ACCEPTED","phascogale_tapoatafa",30,40,30,0,0,0,0,0,0,0,"Ar","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1935
"Antechinomys laniger","2435419","2435419","Dasyuromorphia","Dasyuridae","Antechinomys","ACCEPTED","antechinomys_laniger",80,10,10,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02557
"Ningaui yvonnae","2435427","2435427","Dasyuromorphia","Dasyuridae","Ningaui","ACCEPTED","ningaui_yvonnae",80,0,0,0,20,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007
"Ningaui ridei","2435428","2435428","Dasyuromorphia","Dasyuridae","Ningaui","ACCEPTED","ningaui_ridei",80,0,0,0,20,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0085
"Ningaui timealeyi","2435426","2435426","Dasyuromorphia","Dasyuridae","Ningaui","ACCEPTED","ningaui_timealeyi",80,0,0,0,20,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0057
"Sminthopsis griseoventer","2435401","2435401","Dasyuromorphia","Dasyuridae","Sminthopsis","ACCEPTED","sminthopsis_griseoventer",80,10,10,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0175
"Sminthopsis virginiae","2435387","2435387","Dasyuromorphia","Dasyuridae","Sminthopsis","ACCEPTED","sminthopsis_virginiae",80,10,10,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03525
"Sminthopsis psammophila","2435403","2435403","Dasyuromorphia","Dasyuridae","Sminthopsis","ACCEPTED","sminthopsis_psammophila",80,10,10,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0335
"Sminthopsis ooldea","2435396","2435396","Dasyuromorphia","Dasyuridae","Sminthopsis","ACCEPTED","sminthopsis_ooldea",80,10,10,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011
"Sminthopsis murina","2435410","2435410","Dasyuromorphia","Dasyuridae","Sminthopsis","ACCEPTED","sminthopsis_murina",80,10,10,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017
"Sminthopsis macroura","2435402","2435402","Dasyuromorphia","Dasyuridae","Sminthopsis","ACCEPTED","sminthopsis_macroura",80,10,10,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
"Sminthopsis longicaudata","2435395","2435395","Dasyuromorphia","Dasyuridae","Sminthopsis","ACCEPTED","sminthopsis_longicaudata",80,10,10,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018
"Sminthopsis leucopus","2435409","2435409","Dasyuromorphia","Dasyuridae","Sminthopsis","ACCEPTED","sminthopsis_leucopus",80,10,10,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026
"Sminthopsis douglasi","2435406","2435406","Dasyuromorphia","Dasyuridae","Sminthopsis","ACCEPTED","sminthopsis_douglasi",80,10,10,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055
"Sminthopsis hirtipes","2435408","2435408","Dasyuromorphia","Dasyuridae","Sminthopsis","ACCEPTED","sminthopsis_hirtipes",80,10,10,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015
"Sminthopsis youngsoni","2435397","2435397","Dasyuromorphia","Dasyuridae","Sminthopsis","ACCEPTED","sminthopsis_youngsoni",80,10,10,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0101
"Sminthopsis fuliginosus","2435400","2435400","Dasyuromorphia","Dasyuridae","Sminthopsis","ACCEPTED","sminthopsis_fuliginosus",80,10,10,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01989
"Sminthopsis dolichura","2435399","2435399","Dasyuromorphia","Dasyuridae","Sminthopsis","ACCEPTED","sminthopsis_dolichura",80,10,10,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0136
"Sminthopsis crassicaudata","2435393","2435393","Dasyuromorphia","Dasyuridae","Sminthopsis","ACCEPTED","sminthopsis_crassicaudata",80,10,10,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015
"Sminthopsis butleri","2435392","2435392","Dasyuromorphia","Dasyuridae","Sminthopsis","ACCEPTED","sminthopsis_butleri",80,10,10,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025
"Sminthopsis boullangerensis","2435391","2435391","Dasyuromorphia","Dasyuridae","Sminthopsis","ACCEPTED","sminthopsis_boullangerensis",80,10,10,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01989
"Sminthopsis bindi","2435404","2435404","Dasyuromorphia","Dasyuridae","Sminthopsis","ACCEPTED","sminthopsis_bindi",80,10,10,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0175
"Sminthopsis archeri","2435405","2435405","Dasyuromorphia","Dasyuridae","Sminthopsis","ACCEPTED","sminthopsis_archeri",80,10,10,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016
"Sminthopsis aitkeni","2435398","2435398","Dasyuromorphia","Dasyuridae","Sminthopsis","ACCEPTED","sminthopsis_aitkeni",80,10,10,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0225
"Sminthopsis granulipes","2435394","2435394","Dasyuromorphia","Dasyuridae","Sminthopsis","ACCEPTED","sminthopsis_granulipes",80,10,10,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025
"Sminthopsis gilberti","2435407","2435407","Dasyuromorphia","Dasyuridae","Sminthopsis","ACCEPTED","sminthopsis_gilberti",80,10,10,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0195
"Planigale gilesi","2435457","2435457","Dasyuromorphia","Dasyuridae","Planigale","ACCEPTED","planigale_gilesi",40,30,30,0,0,0,0,0,0,0,"G","A",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0092
"Planigale tenuirostris","2435465","2435465","Dasyuromorphia","Dasyuridae","Planigale","ACCEPTED","planigale_tenuirostris",40,30,30,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00605
"Planigale novaeguineae","2435456","2435456","Dasyuromorphia","Dasyuridae","Planigale","ACCEPTED","planigale_novaeguineae",40,30,30,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0149
"Planigale ingrami","2435461","2435461","Dasyuromorphia","Dasyuridae","Planigale","ACCEPTED","planigale_ingrami",40,30,30,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00425
"Planigale maculata","2435458","2435458","Dasyuromorphia","Dasyuridae","Planigale","ACCEPTED","planigale_maculata",40,30,30,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011
"Macrotis lagotis","5219460","5219460","Peramelemorphia","Thylacomyidae","Macrotis","ACCEPTED","macrotis_lagotis",70,0,0,0,20,0,0,0,0,10,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35
"Macrotis leucura","5219459","5219459","Peramelemorphia","Thylacomyidae","Macrotis","ACCEPTED","macrotis_leucura",70,0,0,0,20,0,0,0,0,10,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.354
"Isoodon auratus","2435307","2435307","Peramelemorphia","Peramelidae","Isoodon","ACCEPTED","isoodon_auratus",100,0,0,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.425
"Isoodon macrourus","2435304","2435304","Peramelemorphia","Peramelidae","Isoodon","ACCEPTED","isoodon_macrourus",100,0,0,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"Isoodon obesulus","2435311","2435311","Peramelemorphia","Peramelidae","Isoodon","ACCEPTED","isoodon_obesulus",100,0,0,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.775
"Perameles nasuta","5219457","5219457","Peramelemorphia","Peramelidae","Perameles","ACCEPTED","perameles_nasuta",70,10,10,0,0,0,0,0,0,10,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.975
"Perameles gunnii","5219455","5219455","Peramelemorphia","Peramelidae","Perameles","ACCEPTED","perameles_gunnii",70,10,10,0,0,0,0,0,0,10,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87
"Perameles eremiana","5219456","5219456","Peramelemorphia","Peramelidae","Perameles","ACCEPTED","perameles_eremiana",70,10,10,0,0,0,0,0,0,10,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
"Perameles bougainville","5219458","5219458","Peramelemorphia","Peramelidae","Perameles","ACCEPTED","perameles_bougainville",70,10,10,0,0,0,0,0,0,10,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.226
"Peroryctes raffrayana","2435329","2435329","Peramelemorphia","Peramelidae","Peroryctes","ACCEPTED","peroryctes_raffrayana",60,0,0,0,0,0,40,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8385
"Peroryctes broadbenti","2435332","2435332","Peramelemorphia","Peramelidae","Peroryctes","ACCEPTED","peroryctes_broadbenti",60,0,0,0,0,0,40,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8
"Echymipera clara","2435323","2435323","Peramelemorphia","Peramelidae","Echymipera","ACCEPTED","echymipera_clara",60,0,0,0,0,0,40,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2365
"Echymipera davidi","2435327","2435327","Peramelemorphia","Peramelidae","Echymipera","ACCEPTED","echymipera_davidi",60,0,0,0,0,0,40,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"Echymipera echinista","2435322","2435322","Peramelemorphia","Peramelidae","Echymipera","ACCEPTED","echymipera_echinista",60,0,0,0,0,0,40,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"Echymipera kalubu","2435317","2435317","Peramelemorphia","Peramelidae","Echymipera","ACCEPTED","echymipera_kalubu",60,0,0,0,0,0,40,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78217
"Echymipera rufescens","2435324","2435324","Peramelemorphia","Peramelidae","Echymipera","ACCEPTED","echymipera_rufescens",60,0,0,0,0,0,40,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1
"Microperoryctes longicauda","2435340","2435340","Peramelemorphia","Peramelidae","Microperoryctes","ACCEPTED","microperoryctes_longicauda",60,0,0,0,10,0,0,0,0,30,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.538
"Microperoryctes murina","2435339","2435339","Peramelemorphia","Peramelidae","Microperoryctes","ACCEPTED","microperoryctes_murina",60,0,0,0,10,0,0,0,0,30,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81752
"Microperoryctes papuensis","2435344","2435344","Peramelemorphia","Peramelidae","Microperoryctes","ACCEPTED","microperoryctes_papuensis",60,0,0,0,10,0,0,0,0,30,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158
"Rhynchomeles prattorum","2435315","2435315","Peramelemorphia","Peramelidae","Rhynchomeles","ACCEPTED","rhynchomeles_prattorum",60,0,0,0,10,0,0,0,0,30,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81752
"Phascolarctos cinereus","2440012","2440012","Diprotodontia","Phascolarctidae","Phascolarctos","ACCEPTED","phascolarctos_cinereus",0,0,0,0,0,0,0,0,0,100,"Ar","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.25
