"mentionned_species","canonical_names","gbif_id","status","match_type","accepted_species","accepted_gbif_id","order","family"
"Petrogale assimilis","Petrogale assimilis",2440127,"ACCEPTED","EXACT","Petrogale assimilis",2440127,"Diprotodontia","Macropodidae"
"Petrogale brachyotis","Petrogale brachyotis",2440112,"ACCEPTED","EXACT","Petrogale brachyotis",2440112,"Diprotodontia","Macropodidae"
"Petrogale burbidgei","Petrogale burbidgei",2440120,"ACCEPTED","EXACT","Petrogale burbidgei",2440120,"Diprotodontia","Macropodidae"
"Petrogale coenensis","Petrogale coenensis",2440130,"ACCEPTED","EXACT","Petrogale coenensis",2440130,"Diprotodontia","Macropodidae"
"Petrogale concinna","Petrogale concinna",2440128,"ACCEPTED","EXACT","Petrogale concinna",2440128,"Diprotodontia","Macropodidae"
"Petrogale godmani","Petrogale godmani",2440119,"ACCEPTED","EXACT","Petrogale godmani",2440119,"Diprotodontia","Macropodidae"
"Petrogale herberti","Petrogale herberti",2440125,"ACCEPTED","EXACT","Petrogale herberti",2440125,"Diprotodontia","Macropodidae"
"Petrogale inornata","Petrogale inornata",2440121,"ACCEPTED","EXACT","Petrogale inornata",2440121,"Diprotodontia","Macropodidae"
"Petrogale lateralis","Petrogale lateralis",2440114,"ACCEPTED","EXACT","Petrogale lateralis",2440114,"Diprotodontia","Macropodidae"
"Petrogale mareeba","Petrogale mareeba",2440131,"ACCEPTED","EXACT","Petrogale mareeba",2440131,"Diprotodontia","Macropodidae"
"Petrogale penicillata","Petrogale penicillata",2440113,"ACCEPTED","EXACT","Petrogale penicillata",2440113,"Diprotodontia","Macropodidae"
"Petrogale persephone","Petrogale persephone",2440129,"ACCEPTED","EXACT","Petrogale persephone",2440129,"Diprotodontia","Macropodidae"
"Petrogale purpureicollis","Petrogale purpureicollis",2440126,"ACCEPTED","EXACT","Petrogale purpureicollis",2440126,"Diprotodontia","Macropodidae"
"Petrogale rothschildi","Petrogale rothschildi",2440118,"ACCEPTED","EXACT","Petrogale rothschildi",2440118,"Diprotodontia","Macropodidae"
"Petrogale sharmani","Petrogale sharmani",2440132,"ACCEPTED","EXACT","Petrogale sharmani",2440132,"Diprotodontia","Macropodidae"
"Petrogale xanthopus","Petrogale xanthopus",2440122,"ACCEPTED","EXACT","Petrogale xanthopus",2440122,"Diprotodontia","Macropodidae"
"Petromus typicus","Petromus typicus",2437614,"ACCEPTED","EXACT","Petromus typicus",2437614,"Rodentia","Petromuridae"
"Petromyscus barbouri","Petromyscus barbouri",2437720,"ACCEPTED","EXACT","Petromyscus barbouri",2437720,"Rodentia","Nesomyidae"
"Petromyscus collinus","Petromyscus collinus",2437719,"ACCEPTED","EXACT","Petromyscus collinus",2437719,"Rodentia","Nesomyidae"
"Petromyscus monticularis","Petromyscus monticularis",2437721,"ACCEPTED","EXACT","Petromyscus monticularis",2437721,"Rodentia","Nesomyidae"
"Petromyscus shortridgei","Petromyscus shortridgei",2437718,"ACCEPTED","EXACT","Petromyscus shortridgei",2437718,"Rodentia","Nesomyidae"
"Petropseudes dahli","Petropseudes dahli",2440058,"ACCEPTED","EXACT","Petropseudes dahli",2440058,"Diprotodontia","Pseudocheiridae"
"Phacochoerus aethiopicus","Phacochoerus aethiopicus",2441211,"ACCEPTED","EXACT","Phacochoerus aethiopicus",2441211,"Artiodactyla","Suidae"
"Phacochoerus africanus","Phacochoerus africanus",2441212,"ACCEPTED","EXACT","Phacochoerus africanus",2441212,"Artiodactyla","Suidae"
"Phaenomys ferrugineus","Phaenomys ferrugineus",2439153,"ACCEPTED","EXACT","Phaenomys ferrugineus",2439153,"Rodentia","Cricetidae"
"Phaiomys leucurus","Phaiomys leucurus",4265152,"SYNONYM","EXACT","Neodon leucurus",7775197,"Rodentia","Cricetidae"
"Phalanger alexandrae","Phalanger alexandrae",2440257,"ACCEPTED","EXACT","Phalanger alexandrae",2440257,"Diprotodontia","Phalangeridae"
"Phalanger carmelitae","Phalanger carmelitae",2440278,"ACCEPTED","EXACT","Phalanger carmelitae",2440278,"Diprotodontia","Phalangeridae"
"Phalanger gymnotis","Phalanger gymnotis",2440266,"ACCEPTED","EXACT","Phalanger gymnotis",2440266,"Diprotodontia","Phalangeridae"
"Phalanger intercastellanus","Phalanger intercastellanus",2440276,"ACCEPTED","EXACT","Phalanger intercastellanus",2440276,"Diprotodontia","Phalangeridae"
"Phalanger lullulae","Phalanger lullulae",2440258,"ACCEPTED","EXACT","Phalanger lullulae",2440258,"Diprotodontia","Phalangeridae"
"Phalanger matabiru","Phalanger matabiru",2440277,"ACCEPTED","EXACT","Phalanger matabiru",2440277,"Diprotodontia","Phalangeridae"
"Phalanger matanim","Phalanger matanim",2440281,"ACCEPTED","EXACT","Phalanger matanim",2440281,"Diprotodontia","Phalangeridae"
"Phalanger mimicus","Phalanger mimicus",2440270,"ACCEPTED","EXACT","Phalanger mimicus",2440270,"Diprotodontia","Phalangeridae"
"Phalanger orientalis","Phalanger orientalis",2440259,"ACCEPTED","EXACT","Phalanger orientalis",2440259,"Diprotodontia","Phalangeridae"
"Phalanger ornatus","Phalanger ornatus",2440274,"ACCEPTED","EXACT","Phalanger ornatus",2440274,"Diprotodontia","Phalangeridae"
"Phalanger rothschildi","Phalanger rothschildi",2440265,"ACCEPTED","EXACT","Phalanger rothschildi",2440265,"Diprotodontia","Phalangeridae"
"Phalanger sericeus","Phalanger sericeus",2440262,"ACCEPTED","EXACT","Phalanger sericeus",2440262,"Diprotodontia","Phalangeridae"
"Phalanger vestitus","Phalanger vestitus",2440275,"ACCEPTED","EXACT","Phalanger vestitus",2440275,"Diprotodontia","Phalangeridae"
"Phaner electromontis","Phaner electromontis",4266967,"ACCEPTED","EXACT","Phaner electromontis",4266967,"Primates","Cheirogaleidae"
"Phaner furcifer","Phaner furcifer",2436443,"ACCEPTED","EXACT","Phaner furcifer",2436443,"Primates","Cheirogaleidae"
"Phaner pallescens","Phaner pallescens",4266965,"ACCEPTED","EXACT","Phaner pallescens",4266965,"Primates","Cheirogaleidae"
"Phaner parienti","Phaner parienti",4266966,"ACCEPTED","EXACT","Phaner parienti",4266966,"Primates","Cheirogaleidae"
"Pharotis imogene","Pharotis imogene",2432316,"ACCEPTED","EXACT","Pharotis imogene",2432316,"Chiroptera","Vespertilionidae"
"Phascogale calura","Phascogale calura",2435449,"ACCEPTED","EXACT","Phascogale calura",2435449,"Dasyuromorphia","Dasyuridae"
"Phascogale tapoatafa","Phascogale tapoatafa",2435448,"ACCEPTED","EXACT","Phascogale tapoatafa",2435448,"Dasyuromorphia","Dasyuridae"
"Phascolarctos cinereus","Phascolarctos cinereus",2440012,"ACCEPTED","EXACT","Phascolarctos cinereus",2440012,"Diprotodontia","Phascolarctidae"
"Phascolosorex doriae","Phascolosorex doriae",2435430,"ACCEPTED","EXACT","Phascolosorex doriae",2435430,"Dasyuromorphia","Dasyuridae"
"Phascolosorex dorsalis","Phascolosorex dorsalis",2435431,"ACCEPTED","EXACT","Phascolosorex dorsalis",2435431,"Dasyuromorphia","Dasyuridae"
"Phascomurexia naso","Phascomurexia naso",2435412,"ACCEPTED","EXACT","Phascomurexia naso",2435412,"Dasyuromorphia","Dasyuridae"
"Phenacomys intermedius","Phenacomys intermedius",2438114,"ACCEPTED","EXACT","Phenacomys intermedius",2438114,"Rodentia","Cricetidae"
"Phenacomys ungava","Phenacomys ungava",2438113,"ACCEPTED","EXACT","Phenacomys ungava",2438113,"Rodentia","Cricetidae"
"Philander andersoni","Philander andersoni",5219948,"ACCEPTED","EXACT","Philander andersoni",5219948,"Didelphimorphia","Didelphidae"
"Philander frenatus","Philander frenatus",5219949,"ACCEPTED","EXACT","Philander frenatus",5219949,"Didelphimorphia","Didelphidae"
"Philander mcilhennyi","Philander mcilhennyi",5219947,"ACCEPTED","EXACT","Philander mcilhennyi",5219947,"Didelphimorphia","Didelphidae"
"Philander opossum","Philander opossum",5219950,"ACCEPTED","EXACT","Philander opossum",5219950,"Didelphimorphia","Didelphidae"
"Philantomba maxwellii","Philantomba maxwellii",7261459,"ACCEPTED","EXACT","Philantomba maxwellii",7261459,"Artiodactyla","Bovidae"
"Philantomba monticola","Philantomba monticola",7261461,"ACCEPTED","EXACT","Philantomba monticola",7261461,"Artiodactyla","Bovidae"
"Philetor brachypterus","Philetor brachypterus",2432281,"ACCEPTED","EXACT","Philetor brachypterus",2432281,"Chiroptera","Vespertilionidae"
"Phloeomys cumingi","Phloeomys cumingi",2438568,"ACCEPTED","EXACT","Phloeomys cumingi",2438568,"Rodentia","Muridae"
"Phloeomys pallidus","Phloeomys pallidus",2438569,"ACCEPTED","EXACT","Phloeomys pallidus",2438569,"Rodentia","Muridae"
"Phoca largha","Phoca largha",2434791,"ACCEPTED","EXACT","Phoca largha",2434791,"Carnivora","Phocidae"
"Phoca vitulina","Phoca vitulina",2434793,"ACCEPTED","EXACT","Phoca vitulina",2434793,"Carnivora","Phocidae"
"Phocarctos hookeri","Phocarctos hookeri",2433467,"ACCEPTED","EXACT","Phocarctos hookeri",2433467,"Carnivora","Otariidae"
"Phocoena dioptrica","Phocoena dioptrica",2440679,"ACCEPTED","EXACT","Phocoena dioptrica",2440679,"Cetacea","Phocoenidae"
"Phocoena phocoena","Phocoena phocoena",2440669,"ACCEPTED","EXACT","Phocoena phocoena",2440669,"Cetacea","Phocoenidae"
"Phocoena sinus","Phocoena sinus",2440665,"ACCEPTED","EXACT","Phocoena sinus",2440665,"Cetacea","Phocoenidae"
"Phocoena spinipinnis","Phocoena spinipinnis",2440666,"ACCEPTED","EXACT","Phocoena spinipinnis",2440666,"Cetacea","Phocoenidae"
"Phocoenoides dalli","Phocoenoides dalli",2440684,"ACCEPTED","EXACT","Phocoenoides dalli",2440684,"Cetacea","Phocoenidae"
"Phodopus campbelli","Phodopus campbelli",2437847,"ACCEPTED","EXACT","Phodopus campbelli",2437847,"Rodentia","Cricetidae"
"Phodopus roborovskii","Phodopus roborovskii",2437846,"ACCEPTED","EXACT","Phodopus roborovskii",2437846,"Rodentia","Cricetidae"
"Phodopus sungorus","Phodopus sungorus",2437845,"ACCEPTED","EXACT","Phodopus sungorus",2437845,"Rodentia","Cricetidae"
"Phoniscus aerosa","Phoniscus aerosa",4266272,"ACCEPTED","EXACT","Phoniscus aerosa",4266272,"Chiroptera","Vespertilionidae"
"Phoniscus atrox","Phoniscus atrox",4266274,"ACCEPTED","EXACT","Phoniscus atrox",4266274,"Chiroptera","Vespertilionidae"
"Phoniscus jagorii","Phoniscus jagorii",4266273,"ACCEPTED","EXACT","Phoniscus jagorii",4266273,"Chiroptera","Vespertilionidae"
"Phoniscus papuensis","Phoniscus papuensis",4266271,"ACCEPTED","EXACT","Phoniscus papuensis",4266271,"Chiroptera","Vespertilionidae"
"Phylloderma stenops","Phylloderma stenops",2433171,"ACCEPTED","EXACT","Phylloderma stenops",2433171,"Chiroptera","Phyllostomidae"
"Phyllomys blainvillii","Phyllomys blainvilii",5847663,"ACCEPTED","FUZZY","Phyllomys blainvilii",5847663,"Rodentia","Echimyidae"
"Phyllomys brasiliensis","Phyllomys brasiliensis",4262928,"ACCEPTED","EXACT","Phyllomys brasiliensis",4262928,"Rodentia","Echimyidae"
"Phyllomys dasythrix","Phyllomys dasythrix",4262932,"ACCEPTED","EXACT","Phyllomys dasythrix",4262932,"Rodentia","Echimyidae"
"Phyllomys kerri","Phyllomys kerri",4262925,"ACCEPTED","EXACT","Phyllomys kerri",4262925,"Rodentia","Echimyidae"
"Phyllomys lamarum","Phyllomys lamarum",4262929,"ACCEPTED","EXACT","Phyllomys lamarum",4262929,"Rodentia","Echimyidae"
"Phyllomys lundi","Phyllomys lundi",4262933,"ACCEPTED","EXACT","Phyllomys lundi",4262933,"Rodentia","Echimyidae"
"Phyllomys mantiqueirensis","Phyllomys mantiqueirensis",4262926,"ACCEPTED","EXACT","Phyllomys mantiqueirensis",4262926,"Rodentia","Echimyidae"
"Phyllomys medius","Phyllomys medius",4262930,"ACCEPTED","EXACT","Phyllomys medius",4262930,"Rodentia","Echimyidae"
"Phyllomys nigrispinus","Phyllomys nigrispinus",4262934,"ACCEPTED","EXACT","Phyllomys nigrispinus",4262934,"Rodentia","Echimyidae"
"Phyllomys pattoni","Phyllomys pattoni",4262927,"ACCEPTED","EXACT","Phyllomys pattoni",4262927,"Rodentia","Echimyidae"
"Phyllomys thomasi","Phyllomys thomasi",4262931,"ACCEPTED","EXACT","Phyllomys thomasi",4262931,"Rodentia","Echimyidae"
"Phyllomys unicolor","Phyllomys unicolor",4262935,"ACCEPTED","EXACT","Phyllomys unicolor",4262935,"Rodentia","Echimyidae"
"Phyllonycteris aphylla","Phyllonycteris aphylla",2433305,"ACCEPTED","EXACT","Phyllonycteris aphylla",2433305,"Chiroptera","Phyllostomidae"
"Phyllonycteris major","Phyllonycteris major",4265435,"ACCEPTED","EXACT","Phyllonycteris major",4265435,"Chiroptera","Phyllostomidae"
"Phyllonycteris poeyi","Phyllonycteris poeyi",2433304,"ACCEPTED","EXACT","Phyllonycteris poeyi",2433304,"Chiroptera","Phyllostomidae"
"Phyllops falcatus","Phyllops falcatus",5218751,"ACCEPTED","EXACT","Phyllops falcatus",5218751,"Chiroptera","Phyllostomidae"
"Phyllostomus discolor","Phyllostomus discolor",2433280,"ACCEPTED","EXACT","Phyllostomus discolor",2433280,"Chiroptera","Phyllostomidae"
"Phyllostomus elongatus","Phyllostomus elongatus",2433281,"ACCEPTED","EXACT","Phyllostomus elongatus",2433281,"Chiroptera","Phyllostomidae"
"Phyllostomus hastatus","Phyllostomus hastatus",2433279,"ACCEPTED","EXACT","Phyllostomus hastatus",2433279,"Chiroptera","Phyllostomidae"
"Phyllostomus latifolius","Phyllostomus latifolius",2433282,"ACCEPTED","EXACT","Phyllostomus latifolius",2433282,"Chiroptera","Phyllostomidae"
"Phyllotis amicus","Phyllotis amicus",5219753,"ACCEPTED","EXACT","Phyllotis amicus",5219753,"Rodentia","Cricetidae"
"Phyllotis andium","Phyllotis andium",5219757,"ACCEPTED","EXACT","Phyllotis andium",5219757,"Rodentia","Cricetidae"
"Phyllotis bonariensis","Phyllotis bonariensis",5706753,"ACCEPTED","EXACT","Phyllotis bonariensis",5706753,"Rodentia","Cricetidae"
"Phyllotis caprinus","Phyllotis caprinus",5219754,"ACCEPTED","EXACT","Phyllotis caprinus",5219754,"Rodentia","Cricetidae"
"Phyllotis darwini","Phyllotis darwini",5219758,"ACCEPTED","EXACT","Phyllotis darwini",5219758,"Rodentia","Cricetidae"
"Phyllotis definitus","Phyllotis definitus",5219763,"ACCEPTED","EXACT","Phyllotis definitus",5219763,"Rodentia","Cricetidae"
"Phyllotis haggardi","Phyllotis haggardi",5219759,"ACCEPTED","EXACT","Phyllotis haggardi",5219759,"Rodentia","Cricetidae"
"Phyllotis limatus","Phyllotis limatus",5706752,"ACCEPTED","EXACT","Phyllotis limatus",5706752,"Rodentia","Cricetidae"
"Phyllotis magister","Phyllotis magister",5219760,"ACCEPTED","EXACT","Phyllotis magister",5219760,"Rodentia","Cricetidae"
"Phyllotis osgoodi","Phyllotis osgoodi",5219764,"ACCEPTED","EXACT","Phyllotis osgoodi",5219764,"Rodentia","Cricetidae"
"Phyllotis osilae","Phyllotis osilae",5219756,"ACCEPTED","EXACT","Phyllotis osilae",5219756,"Rodentia","Cricetidae"
"Phyllotis wolffsohni","Phyllotis wolffsohni",5219761,"ACCEPTED","EXACT","Phyllotis wolffsohni",5219761,"Rodentia","Cricetidae"
"Phyllotis xanthopygus","Phyllotis xanthopygus",5219765,"ACCEPTED","EXACT","Phyllotis xanthopygus",5219765,"Rodentia","Cricetidae"
"Physeter catodon","Physeter catodon",2440352,"SYNONYM","EXACT","Physeter macrocephalus",8123917,"Cetacea","Physeteridae"
"Piliocolobus badius","Piliocolobus badius",7262000,"ACCEPTED","EXACT","Piliocolobus badius",7262000,"Primates","Cercopithecidae"
"Piliocolobus foai","Piliocolobus foai",7262002,"ACCEPTED","EXACT","Piliocolobus foai",7262002,"Primates","Cercopithecidae"
"Piliocolobus gordonorum","Piliocolobus gordonorum",4266998,"ACCEPTED","EXACT","Piliocolobus gordonorum",4266998,"Primates","Cercopithecidae"
"Piliocolobus kirkii","Piliocolobus kirkii",4266987,"ACCEPTED","EXACT","Piliocolobus kirkii",4266987,"Primates","Cercopithecidae"
"Piliocolobus pennantii","Piliocolobus pennantii",7262003,"ACCEPTED","EXACT","Piliocolobus pennantii",7262003,"Primates","Cercopithecidae"
"Piliocolobus preussi","Piliocolobus preussi",4267000,"ACCEPTED","EXACT","Piliocolobus preussi",4267000,"Primates","Cercopithecidae"
"Piliocolobus rufomitratus","Piliocolobus rufomitratus",4266990,"ACCEPTED","EXACT","Piliocolobus rufomitratus",4266990,"Primates","Cercopithecidae"
"Piliocolobus tephrosceles","Piliocolobus tephrosceles",4266995,"ACCEPTED","EXACT","Piliocolobus tephrosceles",4266995,"Primates","Cercopithecidae"
"Piliocolobus tholloni","Piliocolobus tholloni",4267001,"ACCEPTED","EXACT","Piliocolobus tholloni",4267001,"Primates","Cercopithecidae"
"Pipanacoctomys aureus","Pipanacoctomys aureus",4264998,"ACCEPTED","EXACT","Pipanacoctomys aureus",4264998,"Rodentia","Octodontidae"
"Pipile cujubi","Pipile cujubi",2482294,"SYNONYM","EXACT","Aburria cujubi",2482291,"Galliformes","Cracidae"
"Pipile cumanensis","Pipile cumanensis",2482310,"SYNONYM","EXACT","Aburria cumanensis",2482305,"Galliformes","Cracidae"
"Pipile jacutinga","Pipile jacutinga",2482303,"SYNONYM","EXACT","Aburria jacutinga",2482302,"Galliformes","Cracidae"
"Pipile pipile","Pipile pipile",2482300,"SYNONYM","EXACT","Aburria pipile",2482299,"Galliformes","Cracidae"
"Pipistrellus abramus","Pipistrellus abramus",5707125,"ACCEPTED","EXACT","Pipistrellus abramus",5707125,"Chiroptera","Vespertilionidae"
"Pipistrellus adamsi","Pipistrellus adamsi",5707175,"ACCEPTED","EXACT","Pipistrellus adamsi",5707175,"Chiroptera","Vespertilionidae"
"Pipistrellus aero","Pipistrellus aero",5218461,"ACCEPTED","EXACT","Pipistrellus aero",5218461,"Chiroptera","Vespertilionidae"
"Pipistrellus angulatus","Pipistrellus angulatus",7261838,"ACCEPTED","EXACT","Pipistrellus angulatus",7261838,"Chiroptera","Vespertilionidae"
"Pipistrellus ceylonicus","Pipistrellus ceylonicus",5218475,"ACCEPTED","EXACT","Pipistrellus ceylonicus",5218475,"Chiroptera","Vespertilionidae"
"Pipistrellus collinus","Pipistrellus collinus",5707170,"ACCEPTED","EXACT","Pipistrellus collinus",5707170,"Chiroptera","Vespertilionidae"
"Pipistrellus coromandra","Pipistrellus coromandra",5218458,"ACCEPTED","EXACT","Pipistrellus coromandra",5218458,"Chiroptera","Vespertilionidae"
"Pipistrellus deserti","Pipistrellus deserti",5707152,"ACCEPTED","EXACT","Pipistrellus deserti",5707152,"Chiroptera","Vespertilionidae"
"Pipistrellus endoi","Pipistrellus endoi",5218462,"ACCEPTED","EXACT","Pipistrellus endoi",5218462,"Chiroptera","Vespertilionidae"
"Pipistrellus hesperidus","Pipistrellus hesperidus",7261836,"ACCEPTED","EXACT","Pipistrellus hesperidus",7261836,"Chiroptera","Vespertilionidae"
"Pipistrellus hesperus","Pipistrellus hesperus",5218481,"SYNONYM","EXACT","Parastrellus hesperus",8397398,"Chiroptera","Vespertilionidae"
"Pipistrellus inexspectatus","Pipistrellus inexspectatus",5218496,"ACCEPTED","EXACT","Pipistrellus inexspectatus",5218496,"Chiroptera","Vespertilionidae"
"Pipistrellus javanicus","Pipistrellus javanicus",5218488,"ACCEPTED","EXACT","Pipistrellus javanicus",5218488,"Chiroptera","Vespertilionidae"
"Pipistrellus kuhlii","Pipistrellus kuhlii",5218464,"ACCEPTED","EXACT","Pipistrellus kuhlii",5218464,"Chiroptera","Vespertilionidae"
"Pipistrellus maderensis","Pipistrellus maderensis",5218476,"ACCEPTED","EXACT","Pipistrellus maderensis",5218476,"Chiroptera","Vespertilionidae"
"Pipistrellus minahassae","Pipistrellus minahassae",5218459,"ACCEPTED","EXACT","Pipistrellus minahassae",5218459,"Chiroptera","Vespertilionidae"
"Pipistrellus nanulus","Pipistrellus nanulus",5218485,"ACCEPTED","EXACT","Pipistrellus nanulus",5218485,"Chiroptera","Vespertilionidae"
"Pipistrellus nathusii","Pipistrellus nathusii",5218471,"ACCEPTED","EXACT","Pipistrellus nathusii",5218471,"Chiroptera","Vespertilionidae"
"Pipistrellus papuanus","Pipistrellus papuanus",5707166,"ACCEPTED","EXACT","Pipistrellus papuanus",5707166,"Chiroptera","Vespertilionidae"
"Pipistrellus paterculus","Pipistrellus paterculus",5218504,"ACCEPTED","EXACT","Pipistrellus paterculus",5218504,"Chiroptera","Vespertilionidae"
"Pipistrellus permixtus","Pipistrellus permixtus",5218480,"ACCEPTED","EXACT","Pipistrellus permixtus",5218480,"Chiroptera","Vespertilionidae"
"Pipistrellus pipistrellus","Pipistrellus pipistrellus",5218465,"ACCEPTED","EXACT","Pipistrellus pipistrellus",5218465,"Chiroptera","Vespertilionidae"
"Pipistrellus pygmaeus","Pipistrellus pygmaeus",5707150,"ACCEPTED","EXACT","Pipistrellus pygmaeus",5707150,"Chiroptera","Vespertilionidae"
"Pipistrellus rueppellii","Pipistrellus rueppellii",7261833,"ACCEPTED","EXACT","Pipistrellus rueppellii",7261833,"Chiroptera","Vespertilionidae"
"Pipistrellus rusticus","Pipistrellus rusticus",5218491,"ACCEPTED","EXACT","Pipistrellus rusticus",5218491,"Chiroptera","Vespertilionidae"
"Pipistrellus stenopterus","Pipistrellus stenopterus",5218460,"ACCEPTED","EXACT","Pipistrellus stenopterus",5218460,"Chiroptera","Vespertilionidae"
"Pipistrellus sturdeei","Pipistrellus sturdeei",5218501,"ACCEPTED","EXACT","Pipistrellus sturdeei",5218501,"Chiroptera","Vespertilionidae"
"Pipistrellus subflavus","Pipistrellus subflavus",5218474,"SYNONYM","EXACT","Perimyotis subflavus",7665644,"Chiroptera","Vespertilionidae"
"Pipistrellus tenuis","Pipistrellus tenuis",5218486,"ACCEPTED","EXACT","Pipistrellus tenuis",5218486,"Chiroptera","Vespertilionidae"
"Pipistrellus wattsi","Pipistrellus wattsi",5707134,"ACCEPTED","EXACT","Pipistrellus wattsi",5707134,"Chiroptera","Vespertilionidae"
"Pipistrellus westralis","Pipistrellus westralis",5707129,"ACCEPTED","EXACT","Pipistrellus westralis",5707129,"Chiroptera","Vespertilionidae"
"Pithecheir melanurus","Pithecheir melanurus",7530815,"ACCEPTED","EXACT","Pithecheir melanurus",7530815,"Rodentia","Muridae"
"Pithecheir parvus","Pithecheir parvus",5219810,"ACCEPTED","EXACT","Pithecheir parvus",5219810,"Rodentia","Muridae"
"Pithecheirops otion","Pithecheirops otion",4264861,"ACCEPTED","EXACT","Pithecheirops otion",4264861,"Rodentia","Muridae"
"Pithecia aequatorialis","Pithecia aequatorialis",2436371,"ACCEPTED","EXACT","Pithecia aequatorialis",2436371,"Primates","Pitheciidae"
"Pithecia albicans","Pithecia albicans",2436374,"ACCEPTED","EXACT","Pithecia albicans",2436374,"Primates","Pitheciidae"
"Pithecia irrorata","Pithecia irrorata",2436372,"ACCEPTED","EXACT","Pithecia irrorata",2436372,"Primates","Pitheciidae"
"Pithecia monachus","Pithecia monachus",2436375,"SYNONYM","EXACT","Cercopithecus mona",5219566,"Primates","Cercopithecidae"
"Pithecia pithecia","Pithecia pithecia",2436373,"ACCEPTED","EXACT","Pithecia pithecia",2436373,"Primates","Pitheciidae"
"Plagiodontia aedium","Plagiodontia aedium",2437638,"ACCEPTED","EXACT","Plagiodontia aedium",2437638,"Rodentia","Capromyidae"
"Plagiodontia araeum","Plagiodontia araeum",2437639,"ACCEPTED","EXACT","Plagiodontia araeum",2437639,"Rodentia","Capromyidae"
"Plagiodontia ipnaeum","Plagiodontia ipnaeum",2437640,"ACCEPTED","EXACT","Plagiodontia ipnaeum",2437640,"Rodentia","Capromyidae"
"Planigale gilesi","Planigale gilesi",2435457,"ACCEPTED","EXACT","Planigale gilesi",2435457,"Dasyuromorphia","Dasyuridae"
"Planigale ingrami","Planigale ingrami",2435461,"ACCEPTED","EXACT","Planigale ingrami",2435461,"Dasyuromorphia","Dasyuridae"
"Planigale maculata","Planigale maculata",2435458,"ACCEPTED","EXACT","Planigale maculata",2435458,"Dasyuromorphia","Dasyuridae"
"Planigale novaeguineae","Planigale novaeguineae",2435456,"ACCEPTED","EXACT","Planigale novaeguineae",2435456,"Dasyuromorphia","Dasyuridae"
"Planigale tenuirostris","Planigale tenuirostris",2435465,"ACCEPTED","EXACT","Planigale tenuirostris",2435465,"Dasyuromorphia","Dasyuridae"
"Platacanthomys lasiurus","Platacanthomys lasiurus",2438590,"ACCEPTED","EXACT","Platacanthomys lasiurus",2438590,"Rodentia","Platacanthomyidae"
"Platalina genovensium","Platalina genovensium",2433257,"ACCEPTED","EXACT","Platalina genovensium",2433257,"Chiroptera","Phyllostomidae"
"Platanista gangetica","Platanista gangetica",2440764,"ACCEPTED","EXACT","Platanista gangetica",2440764,"Cetacea","Platanistidae"
"Platanista minor","Platanista minor",2440768,"ACCEPTED","EXACT","Platanista minor",2440768,"Cetacea","Platanistidae"
"Platymops setiger","Platymops setiger",7261921,"ACCEPTED","EXACT","Platymops setiger",7261921,"Chiroptera","Molossidae"
"Platyrrhinus aurarius","Platyrrhinus aurarius",5218767,"ACCEPTED","EXACT","Platyrrhinus aurarius",5218767,"Chiroptera","Phyllostomidae"
"Platyrrhinus brachycephalus","Platyrrhinus brachycephalus",5218766,"ACCEPTED","EXACT","Platyrrhinus brachycephalus",5218766,"Chiroptera","Phyllostomidae"
"Platyrrhinus chocoensis","Platyrrhinus chocoensis",5218763,"ACCEPTED","EXACT","Platyrrhinus chocoensis",5218763,"Chiroptera","Phyllostomidae"
"Platyrrhinus dorsalis","Platyrrhinus dorsalis",5218770,"ACCEPTED","EXACT","Platyrrhinus dorsalis",5218770,"Chiroptera","Phyllostomidae"
"Platyrrhinus helleri","Platyrrhinus helleri",5218762,"ACCEPTED","EXACT","Platyrrhinus helleri",5218762,"Chiroptera","Phyllostomidae"
"Platyrrhinus infuscus","Platyrrhinus infuscus",5218769,"ACCEPTED","EXACT","Platyrrhinus infuscus",5218769,"Chiroptera","Phyllostomidae"
"Platyrrhinus lineatus","Platyrrhinus lineatus",5218765,"ACCEPTED","EXACT","Platyrrhinus lineatus",5218765,"Chiroptera","Phyllostomidae"
"Platyrrhinus recifinus","Platyrrhinus recifinus",5218771,"ACCEPTED","EXACT","Platyrrhinus recifinus",5218771,"Chiroptera","Phyllostomidae"
"Platyrrhinus umbratus","Platyrrhinus umbratus",5218768,"ACCEPTED","EXACT","Platyrrhinus umbratus",5218768,"Chiroptera","Phyllostomidae"
"Platyrrhinus vittatus","Platyrrhinus vittatus",5218764,"ACCEPTED","EXACT","Platyrrhinus vittatus",5218764,"Chiroptera","Phyllostomidae"
"Plecotus alpinus","Plecotus alpinus",5707180,"ACCEPTED","EXACT","Plecotus alpinus",5707180,"Chiroptera","Vespertilionidae"
"Plecotus auritus","Plecotus auritus",5218507,"ACCEPTED","EXACT","Plecotus auritus",5218507,"Chiroptera","Vespertilionidae"
"Plecotus austriacus","Plecotus austriacus",5739437,"ACCEPTED","EXACT","Plecotus austriacus",5739437,"Chiroptera","Vespertilionidae"
"Plecotus balensis","Plecotus balensis",5707194,"ACCEPTED","EXACT","Plecotus balensis",5707194,"Chiroptera","Vespertilionidae"
"Plecotus kolombatovici","Plecotus kolombatovici",5739445,"ACCEPTED","EXACT","Plecotus kolombatovici",5739445,"Chiroptera","Vespertilionidae"
